STATEFIPS,STATE,zipcode,agi_stub,N1,mars1,MARS2,MARS4,PREP,N2,NUMDEP,TOTAL_VITA,VITA,TCE,VITA_EIC,RAL,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N03230,A03230,N03240,A03240,N04470,A04470,A00101,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18800,A18800,N18300,A18300,N19300,A19300,N19500,A19500,N19530,A19530,N19550,A19550,N19570,A19570,N19700,A19700,N20800,A20800,n21020,a21020,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07220,A07220,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N09750,A09750,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11902,A11902
50,VT,05456,2,170,100,40,40,80,270,50,0,0,0,0,0,40,40,6463,170,6578,150,5254,30,63,20,63,20,36,0,0,20,138,0,0,50,384,20,413,0,0,0,40,263,0,0,50,115,0,0,0,0,0,0,0,0,40,36,0,0,0,0,40,576,1246,0,0,30,30,0,0,0,0,0,0,40,156,0,0,0,0,0,0,20,23,0,0,0,0,0,0,0,0,170,3828,170,480,0,0,0,0,60,44,30,2,0,0,20,32,40,7,30,24,0,0,0,0,30,112,30,132,0,0,170,728,20,45,0,0,0,0,0,0,0,0,160,436,160,472,0,0,0,0,30,37,140,289
50,VT,05456,3,90,50,40,0,40,180,50,0,0,0,0,0,0,40,5358,90,5465,80,4533,40,13,40,159,30,122,30,19,40,228,30,25,0,0,30,632,0,0,0,20,351,0,0,40,107,0,0,0,0,0,0,0,0,40,38,0,0,0,0,40,635,2470,40,195,40,74,0,0,40,155,0,0,40,232,30,246,0,0,0,0,0,0,0,0,40,47,0,0,0,0,90,3519,90,489,0,0,0,0,40,64,0,0,0,0,0,0,0,0,20,29,30,49,20,42,0,0,0,0,0,0,90,605,0,0,0,0,0,0,0,0,0,0,80,424,80,457,0,0,0,0,30,53,60,187
50,VT,05456,4,60,0,50,0,30,160,50,0,0,0,0,0,0,0,5379,60,5443,60,4384,0,0,0,0,0,0,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,781,3707,0,0,40,134,0,0,40,203,0,0,40,345,40,268,0,0,0,0,0,0,0,0,30,63,30,172,0,0,60,3716,60,530,0,0,0,0,30,55,0,0,30,19,0,0,0,0,20,39,0,0,0,0,0,0,0,0,0,0,60,624,0,0,0,0,0,0,0,0,0,0,60,475,60,493,0,0,0,0,0,0,50,151
50,VT,05456,5,100,0,90,0,60,280,100,0,0,0,0,0,0,50,13580,100,13775,90,9674,90,75,60,681,60,533,50,55,30,38,60,689,30,760,30,1001,0,0,0,30,689,40,2248,60,195,0,0,0,0,0,0,0,0,20,21,0,0,0,0,90,2221,12436,0,0,90,550,0,0,90,593,0,0,90,1148,80,611,0,0,0,0,0,0,0,0,80,187,0,0,0,0,100,10153,100,1657,0,0,0,0,60,117,20,4,0,0,0,0,0,0,20,28,0,0,20,65,0,0,0,0,0,0,100,1775,0,0,0,0,0,0,0,0,0,0,100,1566,100,1606,0,0,0,0,50,202,70,345
50,VT,05456,6,30,0,20,0,20,70,0,0,0,0,0,0,0,0,8141,30,8141,20,4298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1180,8141,0,0,30,517,0,0,20,252,0,0,30,771,20,202,0,0,0,0,0,0,0,0,20,104,0,0,0,0,30,6776,30,1704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1703,0,0,0,0,0,0,0,0,0,0,30,1584,30,1704,0,0,0,0,0,0,0,0
50,VT,05457,1,250,190,30,30,110,320,80,0,0,0,0,0,30,60,2994,250,3045,190,2208,40,22,40,53,40,30,0,0,50,315,40,87,20,91,40,263,0,0,0,0,0,0,0,50,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,620,110,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,47,30,99,0,0,0,0,210,477,80,192,70,175,40,51,0,0,0,0,100,62,130,112,0,0,0,0,40,55,200,392
50,VT,05457,2,180,100,50,40,80,310,80,0,0,0,0,0,30,40,6820,180,6955,160,5466,40,28,0,0,0,0,0,0,30,345,0,0,30,227,30,548,0,40,139,40,185,0,0,50,135,0,0,0,0,0,0,0,0,50,53,0,0,0,0,40,487,1381,0,0,30,41,0,0,40,87,0,0,40,133,30,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,3814,180,485,0,0,0,0,80,66,20,0,0,0,0,0,40,7,40,34,0,0,40,101,0,0,30,139,0,0,180,846,30,57,20,38,30,32,0,0,0,0,160,425,170,499,0,0,0,0,0,0,160,360
50,VT,05457,3,130,60,70,0,80,300,90,0,0,0,0,0,20,40,8013,130,8149,120,6373,60,44,30,61,30,47,40,26,20,55,40,252,0,0,40,661,40,0,0,30,428,0,0,40,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,444,1976,0,0,30,69,0,0,30,100,0,0,30,170,30,163,0,0,0,0,0,0,0,0,50,77,0,0,0,0,130,5261,130,722,0,0,0,0,60,89,0,0,0,0,40,57,0,0,40,58,0,0,0,0,0,0,0,0,0,0,130,888,0,0,0,0,0,0,40,36,0,0,120,632,130,675,0,0,0,0,20,64,110,275
50,VT,05457,4,80,0,70,0,50,220,70,0,0,0,0,0,0,30,7047,80,7114,70,5680,30,6,0,0,0,0,20,17,30,143,0,0,30,480,20,813,0,0,0,30,655,0,0,30,67,0,0,0,0,0,0,0,0,20,23,0,0,0,0,30,507,2237,0,0,20,82,0,0,30,103,0,0,30,196,30,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,4950,80,698,0,0,0,0,40,79,0,0,30,16,0,0,0,0,30,50,0,0,20,38,0,0,0,0,0,0,80,814,0,0,0,0,0,0,0,0,0,0,80,619,80,636,0,0,0,0,20,40,60,218
50,VT,05457,5,100,0,100,0,60,290,100,0,0,0,0,0,0,20,12742,100,12878,100,10601,50,52,30,98,30,69,30,23,0,0,30,143,0,0,20,707,0,0,0,0,0,0,0,50,136,0,0,0,0,0,0,0,0,20,17,0,0,0,0,70,1260,8904,0,0,70,377,0,0,70,301,0,0,70,671,50,360,0,0,0,0,0,0,0,0,50,125,0,0,0,0,100,9864,100,1639,0,0,0,0,60,102,0,0,0,0,0,0,0,0,30,55,0,0,0,0,0,0,0,0,0,0,100,1813,0,0,0,0,0,0,0,0,0,0,100,1537,100,1598,0,0,0,0,30,58,60,233
50,VT,05457,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,VT,05458,1,320,250,40,30,110,340,70,0,0,0,0,0,30,90,3861,320,3951,250,3051,70,19,40,40,30,20,0,0,40,263,30,2,30,144,50,336,0,20,90,0,0,0,0,60,90,0,0,0,0,0,0,0,0,20,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,1017,150,109,0,0,0,0,40,11,0,0,0,0,0,0,0,0,0,0,0,0,30,38,0,0,0,0,30,15,290,507,70,145,60,118,30,36,20,19,0,0,130,98,160,142,0,0,0,0,20,13,270,374
50,VT,05458,2,290,170,70,50,110,460,110,0,0,0,0,0,70,80,10640,290,10864,260,8601,70,47,40,71,40,59,50,25,40,421,40,53,30,275,50,716,0,0,0,80,451,0,0,80,224,20,5,0,0,0,0,30,70,30,37,0,0,0,0,80,1160,2668,40,230,60,78,0,0,70,335,0,0,80,443,60,326,0,0,0,0,30,38,0,0,40,38,30,160,0,0,280,6005,280,758,0,0,40,43,100,67,0,0,0,0,30,25,70,13,50,43,0,0,30,75,50,163,50,198,0,0,280,1287,40,81,30,70,30,42,0,0,0,0,250,691,260,781,0,0,0,0,40,48,240,540
50,VT,05458,3,160,70,90,0,60,320,80,0,0,0,0,0,0,50,9780,160,9921,130,6879,60,36,50,187,40,105,30,19,30,321,40,28,30,343,50,1223,0,20,76,40,681,0,0,50,141,0,0,0,0,40,222,0,0,30,35,0,0,0,0,60,1034,3995,0,0,60,130,0,0,60,295,0,0,60,427,50,366,0,0,0,0,0,0,0,0,40,78,0,0,0,0,160,6382,160,893,0,0,0,0,70,87,30,1,0,0,0,0,0,0,30,56,0,0,30,116,0,0,0,0,0,0,160,1125,0,0,0,0,0,0,0,0,0,0,150,806,150,888,0,0,0,0,50,90,120,301
50,VT,05458,4,110,0,90,0,40,270,60,0,0,0,0,0,30,40,9461,110,9592,100,7273,50,22,30,74,30,65,30,24,30,160,30,54,20,310,20,749,0,0,0,30,685,40,227,50,131,0,0,0,0,0,0,0,0,30,36,0,0,0,0,60,1267,5231,40,198,60,180,0,0,60,311,30,10,60,516,50,394,0,0,0,0,0,0,0,0,50,106,0,0,0,0,110,6518,110,906,0,0,0,0,50,80,0,0,40,22,20,32,0,0,30,49,40,19,0,0,0,0,0,0,0,0,110,1143,0,0,0,0,0,0,20,21,0,0,110,826,110,877,0,0,0,0,0,0,90,290
50,VT,05458,5,180,20,160,0,70,450,140,0,0,0,0,0,0,60,23244,180,23520,160,16105,110,117,70,359,70,440,80,70,60,705,60,589,60,1698,70,2744,0,0,0,60,1530,0,0,70,276,0,0,0,0,0,0,0,0,30,25,0,0,0,0,140,3553,19127,0,0,140,827,0,0,140,1105,0,0,140,1970,110,955,0,0,0,0,0,0,0,0,110,340,40,450,0,0,180,17418,180,2869,0,0,0,0,80,91,40,32,0,0,0,0,0,0,30,38,0,0,40,126,0,0,0,0,0,0,180,3172,0,0,0,0,0,0,0,0,0,0,170,2778,170,2901,0,0,0,0,60,220,110,431
50,VT,05458,6,50,0,40,0,30,110,0,0,0,0,0,0,0,20,18551,50,18827,50,10413,40,213,30,1007,30,704,20,83,0,0,30,708,0,0,0,0,0,0,0,0,0,20,3124,20,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2877,18551,0,0,50,1487,0,0,50,633,0,0,50,2124,40,361,0,0,0,0,0,0,0,0,40,235,0,0,0,0,50,15402,50,4213,40,285,0,0,20,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,4468,0,0,0,0,0,0,0,0,0,0,50,4077,50,4228,0,0,30,41,20,418,20,229
50,VT,05459,1,330,230,60,40,150,430,100,0,0,0,0,0,40,90,4248,330,4300,250,3027,60,44,30,20,30,13,20,10,50,384,20,3,30,122,60,551,20,0,0,0,0,0,0,50,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,98,0,0,160,951,160,104,0,0,0,0,30,12,0,0,0,0,0,0,0,0,0,0,0,0,40,67,0,0,0,0,0,0,300,640,90,229,80,198,60,63,0,0,0,0,140,92,170,165,0,0,0,0,30,17,280,500
50,VT,05459,2,270,140,60,80,140,490,160,0,0,0,0,0,60,40,9568,270,9686,240,8120,40,21,20,26,40,19,0,0,30,443,30,275,30,183,40,477,0,50,225,60,240,0,0,60,118,0,0,0,0,0,0,20,102,50,44,0,0,0,0,50,600,1667,0,0,40,48,0,0,40,95,0,0,50,144,40,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,5113,260,639,0,0,30,35,110,97,0,0,0,0,0,0,70,13,70,69,0,0,30,73,40,129,50,176,30,15,260,1147,70,130,60,101,40,56,0,0,0,0,220,542,240,631,0,0,0,0,30,83,230,595
50,VT,05459,3,150,70,80,0,80,300,80,0,0,0,0,0,20,30,9044,150,9213,140,7409,50,16,20,15,0,0,50,25,40,158,0,0,0,0,30,636,0,0,0,30,373,20,538,40,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,591,2788,0,0,40,107,0,0,40,111,0,0,50,225,40,239,0,0,0,0,30,34,0,0,50,47,0,0,0,0,150,6100,140,847,0,0,0,0,60,94,0,0,30,20,40,57,0,0,30,53,0,0,30,43,0,0,0,0,0,0,150,1039,0,0,0,0,0,0,40,38,0,0,140,753,140,803,0,0,0,0,40,83,110,299
50,VT,05459,4,80,0,70,0,50,220,70,0,0,0,0,0,0,30,6631,80,6694,80,5683,30,17,30,72,30,54,0,0,0,0,20,45,0,0,20,329,0,0,0,20,409,0,0,20,63,0,0,0,0,0,0,0,0,30,31,0,0,0,0,20,367,1934,0,0,20,103,0,0,20,71,0,0,20,178,20,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,4705,80,651,0,0,0,0,40,71,0,0,0,0,0,0,0,0,30,52,0,0,0,0,0,0,0,0,0,0,80,807,0,0,0,0,0,0,0,0,0,0,80,579,80,612,0,0,0,0,0,0,70,226
50,VT,05459,5,90,0,80,0,60,230,60,0,0,0,0,0,0,0,10874,90,11017,80,9086,40,51,0,0,0,0,30,25,0,0,0,0,0,0,20,850,0,0,0,0,0,0,0,30,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1120,7482,0,0,60,402,0,0,60,219,0,0,60,633,50,328,0,0,0,0,0,0,0,0,30,79,0,0,0,0,90,8485,90,1451,0,0,0,0,40,60,0,0,0,0,0,0,0,0,20,36,0,0,0,0,0,0,0,0,0,0,90,1609,0,0,0,0,0,0,0,0,0,0,90,1390,90,1407,0,0,0,0,20,50,60,238
50,VT,05459,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,VT,05461,1,690,560,80,40,240,690,100,20,20,0,0,0,80,170,8348,690,8641,530,5966,140,74,100,204,100,150,20,8,100,812,90,89,50,285,100,953,0,0,0,30,59,30,198,140,293,0,0,0,0,0,0,0,0,40,36,0,0,0,0,60,940,834,40,389,30,18,0,0,50,171,0,0,60,230,30,152,0,0,0,0,0,0,0,0,30,49,0,0,0,0,350,2177,340,267,0,0,0,0,70,18,0,0,0,0,0,0,40,5,0,0,0,0,90,132,40,164,40,145,30,13,620,1183,160,263,120,218,50,63,20,21,0,0,310,249,380,399,0,0,0,0,70,66,560,817
50,VT,05461,2,610,400,120,80,240,950,220,0,0,0,0,0,90,120,22280,610,22985,520,18297,160,82,90,375,80,276,60,24,100,1279,80,441,50,572,80,1126,30,70,260,80,524,0,0,200,705,20,6,0,0,50,159,60,316,110,124,0,0,0,0,110,1967,4110,40,498,90,196,40,21,90,411,0,0,110,630,80,540,0,0,0,0,0,0,0,0,60,135,30,166,0,0,590,12737,580,1617,0,0,70,42,200,160,40,1,30,15,40,34,80,19,90,87,0,0,80,249,70,250,80,287,40,22,600,2674,90,176,60,141,70,105,0,0,50,50,520,1458,550,1740,0,0,0,0,90,158,510,1065
50,VT,05461,3,390,160,190,50,170,770,190,0,0,0,0,0,40,100,23943,390,24484,340,18678,150,169,100,395,100,289,90,61,100,1064,90,241,40,542,70,1695,0,0,0,70,1109,20,381,170,541,0,0,0,0,40,260,0,0,80,94,30,56,0,0,160,2568,10265,50,446,150,359,0,0,150,676,40,26,160,1088,130,913,0,0,0,0,30,36,0,0,110,183,30,103,0,0,380,15963,380,2278,0,0,40,89,160,212,40,2,30,14,30,32,40,7,100,131,40,60,80,224,20,95,50,201,20,20,380,2795,0,0,0,0,0,0,30,35,0,0,370,2066,380,2331,0,0,0,0,100,293,270,717
50,VT,05461,4,270,50,200,0,140,640,170,0,0,0,0,0,30,70,23108,270,23633,240,17370,140,192,90,434,80,336,90,70,80,1200,70,324,50,791,70,1403,0,20,107,50,1087,30,578,120,525,0,0,0,0,0,0,30,172,50,56,0,0,0,0,150,2792,12837,0,0,140,457,0,0,140,729,0,0,150,1203,120,888,30,54,0,0,30,47,0,0,100,238,20,165,0,0,270,16243,270,2291,0,0,0,0,130,234,30,2,30,18,20,33,0,0,80,122,0,0,70,240,0,0,0,0,0,0,270,2814,0,0,0,0,0,0,0,0,0,0,260,2057,260,2312,0,0,0,0,60,183,190,642
50,VT,05461,5,460,60,400,20,220,1280,420,0,0,0,0,0,0,130,62802,460,63749,420,47388,300,265,220,2297,200,1923,200,181,120,2055,190,1493,90,1747,110,3645,0,0,0,90,2127,80,1813,220,947,40,11,40,501,30,203,0,0,80,76,0,0,0,0,400,9538,55590,20,275,400,2518,0,0,390,2797,40,49,400,5380,330,2566,0,0,50,8,0,0,30,9,340,850,70,591,0,0,460,47421,460,7972,0,0,0,0,240,343,70,18,80,46,50,77,0,0,110,131,40,75,90,356,0,0,0,0,0,0,460,8540,0,0,0,0,0,0,50,51,0,0,460,7629,460,8050,0,0,0,0,170,787,270,1073
50,VT,05461,6,150,0,130,0,110,430,150,0,0,0,0,0,0,40,52593,150,53852,140,31049,110,144,100,2102,100,1792,40,106,50,1549,100,3118,20,905,30,1496,0,0,0,0,0,60,9836,70,1259,0,0,0,0,20,300,0,0,0,0,0,0,0,0,150,7357,52355,0,0,150,3357,0,0,140,1635,0,0,150,4998,120,1238,0,0,0,0,0,0,0,0,140,767,0,0,0,0,150,43871,150,11468,120,676,0,0,90,409,60,73,20,8,0,0,0,0,0,0,0,0,40,291,0,0,0,0,0,0,150,11291,0,0,0,0,0,0,0,0,0,0,150,10827,150,11358,70,67,80,153,60,1151,60,476
50,VT,05462,1,310,250,40,0,110,310,40,0,0,0,0,0,30,70,3685,310,3786,230,2640,60,27,40,100,40,59,0,0,60,327,40,66,30,163,40,322,0,0,0,0,0,0,0,70,101,0,0,0,0,20,77,20,74,20,16,0,0,0,0,20,326,283,30,138,0,0,0,0,0,0,0,0,20,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,999,140,106,0,0,0,0,40,18,0,0,0,0,0,0,0,0,0,0,0,0,50,63,20,90,20,76,0,0,280,464,70,96,50,79,20,20,0,0,0,0,130,88,160,155,0,0,0,0,50,41,250,336
50,VT,05462,2,240,160,50,40,80,370,80,0,0,0,0,0,50,50,8686,240,8977,210,7047,70,26,40,118,40,71,30,10,50,594,30,48,30,118,40,538,0,50,176,50,220,0,0,90,291,0,0,0,0,0,0,0,0,50,52,0,0,0,0,50,682,1961,0,0,50,65,20,12,60,257,0,0,50,229,50,314,0,0,0,0,0,0,0,0,40,38,40,170,0,0,230,5015,230,641,0,0,40,68,80,55,40,2,0,0,30,35,70,11,40,32,0,0,40,114,30,106,50,188,30,18,230,1037,30,50,20,39,30,37,0,0,0,0,210,586,220,708,0,0,0,0,50,83,190,397
50,VT,05462,3,160,60,90,20,80,310,60,0,0,0,0,0,0,40,9946,160,10142,150,7966,70,44,40,54,30,40,40,26,40,488,40,152,30,366,40,936,0,0,0,40,736,30,755,70,196,0,0,0,0,20,121,0,0,30,38,0,0,0,0,70,1074,4024,30,126,60,126,0,0,60,264,0,0,70,401,60,366,0,0,20,2,40,40,0,0,40,33,0,0,0,0,160,6619,160,916,0,0,0,0,60,79,0,0,50,19,0,0,0,0,40,49,0,0,30,89,0,0,0,0,0,0,160,1125,0,0,0,0,0,0,0,0,0,0,150,837,160,940,0,0,0,0,40,107,120,287
50,VT,05462,4,110,40,80,0,60,270,70,0,0,0,0,0,20,30,9940,110,10252,100,7327,60,26,30,272,30,50,30,21,30,669,30,224,0,0,0,0,0,0,0,0,0,0,0,60,312,0,0,0,0,0,0,20,125,20,25,0,0,0,0,70,1159,5913,0,0,60,195,0,0,70,322,40,29,70,524,60,387,0,0,0,0,0,0,0,0,50,115,0,0,0,0,110,7139,110,1027,0,0,0,0,50,74,0,0,0,0,0,0,0,0,30,49,40,80,30,149,0,0,0,0,0,0,110,1179,0,0,0,0,0,0,0,0,0,0,110,953,110,1103,0,0,0,0,40,132,70,192
50,VT,05462,5,190,0,170,0,80,560,200,0,0,0,0,0,0,50,24921,190,25451,170,19986,120,82,80,794,80,622,90,87,50,1103,70,583,30,726,40,1381,0,0,0,30,549,40,1899,100,530,40,11,0,0,20,240,0,0,40,46,0,0,0,0,160,3842,21485,0,0,160,982,0,0,150,1028,0,0,160,2049,140,963,0,0,0,0,0,0,0,0,140,342,40,348,0,0,190,18476,190,3027,0,0,0,0,110,222,40,10,50,28,30,49,0,0,50,60,0,0,50,248,0,0,0,0,0,0,190,3345,0,0,0,0,0,0,40,42,0,0,180,2805,180,2985,0,0,0,0,90,777,120,600
50,VT,05462,6,40,0,40,0,30,110,40,0,0,0,0,0,0,0,13459,40,13767,30,6869,30,30,20,699,20,632,0,0,0,0,20,1406,0,0,0,0,0,0,0,0,0,0,0,30,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1323,12563,0,0,40,627,0,0,30,292,0,0,40,930,30,230,0,0,0,0,0,0,0,0,30,147,0,0,0,0,40,11761,40,2674,30,108,0,0,20,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1959,0,0,0,0,0,0,0,0,0,0,40,2646,40,2864,0,0,0,0,0,0,0,0
50,VT,05463,1,100,70,20,30,40,130,30,0,0,0,0,0,30,0,1272,100,1318,80,848,20,7,20,22,0,0,0,0,0,0,0,0,0,0,0,0,0,30,81,20,149,0,0,30,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,445,702,0,0,20,24,0,0,0,0,0,0,30,113,30,143,0,0,0,0,0,0,0,0,20,19,0,0,0,0,40,222,40,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,44,0,0,0,0,0,0,90,188,40,88,30,76,0,0,0,0,0,0,30,20,40,53,0,0,0,0,0,0,80,150
50,VT,05463,2,80,40,40,0,30,130,50,0,0,0,0,0,0,60,2769,80,2769,60,1997,30,6,0,0,0,0,0,0,40,175,0,0,30,244,30,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,1440,70,177,0,0,0,0,60,35,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,70,327,0,0,0,0,0,0,0,0,0,0,60,159,70,179,0,0,0,0,40,67,60,155
50,VT,05463,3,40,20,0,0,30,70,0,0,0,0,0,0,0,0,2413,40,2501,30,1675,0,0,20,86,40,62,30,30,0,0,40,13,0,0,30,905,0,0,0,20,406,0,0,30,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,406,1541,0,0,20,52,0,0,0,0,0,0,20,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1635,40,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,268,0,0,0,0,0,0,0,0,0,0,40,225,40,244,0,0,0,0,0,0,30,58
50,VT,05463,4,30,0,20,0,30,60,30,0,0,0,0,0,0,20,2245,30,2245,20,1620,30,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,166,0,0,0,0,0,0,0,0,20,22,0,0,0,0,30,1589,30,225,0,0,0,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,232,0,0,0,0,0,0,0,0,0,0,30,210,30,226,0,0,0,0,20,43,30,95
50,VT,05463,5,30,0,30,0,0,70,0,0,0,0,0,0,0,0,4235,30,4235,30,2576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,489,3078,0,0,20,142,0,0,20,120,0,0,20,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3327,30,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,548,0,0,0,0,0,0,0,0,0,0,30,579,30,586,0,0,0,0,0,0,0,0
50,VT,05463,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,VT,05464,1,450,350,50,50,150,520,110,0,0,0,0,0,60,100,5786,450,5892,370,4489,80,62,50,73,50,55,0,0,70,226,30,2,30,174,60,524,20,30,94,20,30,0,0,90,106,0,0,0,0,0,0,0,0,30,28,0,0,0,0,0,0,0,30,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,1490,230,158,0,0,0,0,50,13,0,0,0,0,0,0,20,3,0,0,0,0,60,70,20,89,20,80,0,0,410,821,130,265,110,235,60,66,0,0,0,0,200,144,250,235,0,0,0,0,40,32,380,611
50,VT,05464,2,440,290,80,60,160,680,160,0,0,0,0,0,60,70,15946,440,16314,400,13439,90,50,60,173,60,114,50,27,70,862,40,54,30,202,60,970,0,50,190,50,302,0,0,160,368,0,0,0,0,30,118,30,111,80,88,0,0,0,0,90,1169,3033,0,0,80,125,0,0,80,271,0,0,90,407,70,384,0,0,0,0,0,0,0,0,40,62,0,0,0,0,430,9337,430,1185,0,0,60,56,150,134,40,2,0,0,40,43,70,14,80,73,20,14,50,143,70,267,60,222,40,28,430,1936,80,134,60,98,60,63,30,31,30,28,370,1051,390,1216,0,0,0,0,70,125,360,827
50,VT,05464,3,240,100,110,30,140,460,110,0,0,0,0,0,20,60,14569,240,14852,210,11063,90,59,50,146,50,113,60,36,50,677,40,298,50,613,60,1232,0,20,90,40,594,50,669,90,283,30,8,0,0,0,0,30,154,50,46,0,0,0,0,90,1309,5675,20,127,90,207,0,0,90,338,30,8,90,555,80,508,0,0,0,0,40,45,0,0,40,62,40,202,0,0,240,9868,240,1396,0,0,0,0,90,121,0,0,50,26,0,0,0,0,50,84,0,0,40,111,0,0,20,133,20,25,230,1733,0,0,0,0,0,0,0,0,0,0,230,1275,230,1401,0,0,0,0,60,150,180,444
