"STATION","NAME","DATE","MLY-CLDD-BASE45","MLY-CLDD-BASE50","MLY-CLDD-BASE55","MLY-CLDD-BASE57","MLY-CLDD-BASE60","MLY-CLDD-BASE70","MLY-CLDD-BASE72","MLY-CLDD-NORMAL","MLY-DUTR-NORMAL","MLY-DUTR-STDDEV","MLY-GRDD-BASE40","MLY-GRDD-BASE45","MLY-GRDD-BASE50","MLY-GRDD-BASE55","MLY-GRDD-BASE57","MLY-GRDD-BASE60","MLY-GRDD-BASE65","MLY-GRDD-BASE70","MLY-GRDD-BASE72","MLY-GRDD-TB4886","MLY-GRDD-TB5086","MLY-HTDD-BASE40","MLY-HTDD-BASE45","MLY-HTDD-BASE50","MLY-HTDD-BASE55","MLY-HTDD-BASE57","MLY-HTDD-BASE60","MLY-HTDD-NORMAL","MLY-PRCP-25PCTL","MLY-PRCP-50PCTL","MLY-PRCP-75PCTL","MLY-PRCP-AVGNDS-GE001HI","MLY-PRCP-AVGNDS-GE010HI","MLY-PRCP-AVGNDS-GE050HI","MLY-PRCP-AVGNDS-GE100HI","MLY-PRCP-NORMAL","MLY-SNOW-25PCTL","MLY-SNOW-50PCTL","MLY-SNOW-75PCTL","MLY-SNOW-AVGNDS-GE001TI","MLY-SNOW-AVGNDS-GE010TI","MLY-SNOW-AVGNDS-GE030TI","MLY-SNOW-AVGNDS-GE050TI","MLY-SNOW-AVGNDS-GE100TI","MLY-SNOW-NORMAL","MLY-SNWD-AVGNDS-GE001WI","MLY-SNWD-AVGNDS-GE003WI","MLY-SNWD-AVGNDS-GE005WI","MLY-SNWD-AVGNDS-GE010WI","MLY-TAVG-NORMAL","MLY-TAVG-STDDEV","MLY-TMAX-AVGNDS-GRTH040","MLY-TMAX-AVGNDS-GRTH050","MLY-TMAX-AVGNDS-GRTH060","MLY-TMAX-AVGNDS-GRTH070","MLY-TMAX-AVGNDS-GRTH080","MLY-TMAX-AVGNDS-GRTH090","MLY-TMAX-AVGNDS-GRTH100","MLY-TMAX-AVGNDS-LSTH032","MLY-TMAX-NORMAL","MLY-TMAX-STDDEV","MLY-TMIN-AVGNDS-LSTH000","MLY-TMIN-AVGNDS-LSTH010","MLY-TMIN-AVGNDS-LSTH020","MLY-TMIN-AVGNDS-LSTH032","MLY-TMIN-AVGNDS-LSTH040","MLY-TMIN-AVGNDS-LSTH050","MLY-TMIN-AVGNDS-LSTH060","MLY-TMIN-AVGNDS-LSTH070","MLY-TMIN-NORMAL","MLY-TMIN-PRBOCC-LSTH016","MLY-TMIN-PRBOCC-LSTH020","MLY-TMIN-PRBOCC-LSTH024","MLY-TMIN-PRBOCC-LSTH028","MLY-TMIN-PRBOCC-LSTH032","MLY-TMIN-PRBOCC-LSTH036","MLY-TMIN-STDDEV"
"USC00454486","LANDSBURG, WA US","02","17","1","-7777","0","0","0","0","0","15.3","2.3","72","17","1","-7777","0","0","0","0","0","38","26","51","136","260","399","455","539","679","3.25","4.78","6.07","16.3","11.7","3.2","0.8","5.20","0.0","0.0","0.1","0.8","0.3","0.1","0.1","0.0","0.9","1.1","0.7","0.6","0.0","40.8","2.8","255","11.2","7","0","0","0.0","0.0","0.2","48.4","3.0","0.0","1","8","11.8","239","280","280","280","33.1","129","304","583","881","993","1000","3.0"
"USC00454486","LANDSBURG, WA US","03","43","8","1","-7777","-7777","0","0","0","17.6","2.4","134","43","8","1","-7777","-7777","0","0","0","85","64","17","80","200","348","410","502","657","4.83","5.65","6.21","19.7","13.8","3.9","0.8","5.75","0.0","0.0","0.0","0.4","0.2","0.0","0.0","0.0","0.1","0.3","0.0","0.0","0.0","43.8","2.0","302","20.0","43","3","0","0.0","0.0","0.0","52.6","2.8","0.0","0","1","8.7","253","310","310","310","35.0","27","60","206","683","984","1000","1.8"
"USC00454486","LANDSBURG, WA US","04","115","40","11","6","2","-7777","0","-7777","19.6","2.2","243","115","40","11","6","2","-7777","-7777","0","150","122","2","23","98","219","274","360","509","3.33","4.93","5.95","17.5","12.4","3.3","0.5","4.85","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","48.0","1.8","300","25.8","98","25","3","0.0","0.0","0.0","57.8","2.5","0.0","0","0","3.5","190","296","300","300","38.3","0","0","38","329","864","998","1.7"
"USC00454486","LANDSBURG, WA US","05","273","138","55","35","16","-7777","-7777","3","20.9","2.9","426","273","138","55","35","16","3","-7777","-7777","258","223","-7777","2","22","94","136","210","352","2.84","4.10","4.92","15.4","9.9","2.3","0.5","4.02","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","53.8","2.1","310","30.7","195","80","18","0.1","-7777","0.0","64.2","3.1","0.0","0","0","0.5","84","279","310","310","43.3","0","0","0","13","254","766","1.9"
"USC00454486","LANDSBURG, WA US","06","413","264","129","88","45","2","1","12","21.5","2.9","562","413","264","129","88","45","12","2","1","346","303","0","-7777","1","17","36","83","199","2.09","3.07","4.23","12.2","7.6","2.0","0.6","3.17","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","58.7","1.9","300","30.0","264","127","36","0.6","0.0","0.0","69.5","3.0","0.0","0","0","0.0","10","202","300","300","48.0","0","0","0","0","2","96","1.5"
"USC00454486","LANDSBURG, WA US","07","573","418","265","206","127","10","5","42","24.4","3.3","728","573","418","265","206","127","42","10","5","481","428","0","0","-7777","1","5","19","89","0.65","1.41","1.98","7.0","4.0","0.8","0.1","1.46","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","63.5","2.1","310","31.0","305","223","96","1.7","0.0","0.0","75.7","3.4","0.0","0","0","0.0","2","110","304","310","51.3","0","0","0","0","0","0","1.7"
"USC00454486","LANDSBURG, WA US","08","575","420","266","206","126","8","4","41","24.8","2.8","730","575","420","266","206","126","41","8","4","486","433","0","0","-7777","1","3","16","86","0.59","1.24","1.85","6.1","3.5","1.0","0.3","1.60","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","63.5","1.5","310","31.0","308","229","95","1.1","0.1","0.0","75.9","2.4","0.0","0","0","0.0","1","120","304","310","51.2","0","0","0","0","0","0","1.7"
"USC00454486","LANDSBURG, WA US","09","389","242","117","80","38","1","-7777","7","23.1","2.8","538","389","242","117","80","38","7","1","-7777","342","303","0","-7777","4","29","51","100","219","1.40","2.65","3.66","9.7","6.2","1.4","0.2","2.53","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","57.9","1.9","300","30.0","266","135","34","0.2","0.0","0.0","69.5","2.7","0.0","0","0","0.2","33","222","300","300","46.4","0","0","0","0","25","316","1.9"
"USC00454486","LANDSBURG, WA US","10","151","53","10","4","1","0","0","-7777","17.6","2.7","290","151","53","10","4","1","-7777","0","0","162","130","2","18","74","186","242","332","487","3.48","4.80","6.47","15.7","10.7","3.3","1.1","5.14","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","49.3","1.6","310","28.4","106","15","-7777","0.0","0.0","0.0","58.1","2.3","0.0","0","-7777","2.2","146","294","310","310","40.5","0","16","46","235","728","975","1.8"
"USC00454486","LANDSBURG, WA US","11","37","5","-7777","-7777","0","0","0","0","12.4","1.8","116","37","5","-7777","-7777","0","0","0","0","43","27","39","109","227","372","432","522","672","6.21","8.67","12.25","21.1","16.1","6.2","2.1","8.92","0.0","0.0","0.0","0.8","0.5","0.3","0.1","0.0","1.5","1.1","0.8","0.4","0.3","42.6","3.2","283","13.0","6","0","0","0.0","0.0","0.4","48.8","3.3","0.0","-7777","6","7.2","213","297","300","300","36.4","32","116","312","638","963","1000","3.4"
"USC00454486","LANDSBURG, WA US","12","6","-7777","0","0","0","0","0","0","11.1","1.4","37","6","-7777","0","0","0","0","0","0","10","5","118","241","391","546","608","701","856","5.37","6.53","8.26","19.9","14.2","4.3","1.2","6.74","0.0","0.0","0.2","1.5","0.9","0.2","-7777","0.0","1.1","2.6","0.9","0.5","0.1","37.4","2.7","217","3.3","0","0","0","0.0","0.0","1.0","42.9","2.9","0.0","1","13","14.4","278","310","310","310","31.9","214","405","725","986","1000","1000","2.6"
"USW00094248","RENTON MUNICIPAL AIRPORT, WA US","01","31","5","-7777","0","0","0","0","0","10.8","1.2","109","31","5","-7777","0","0","0","0","0","33","19","38","115","244","394","456","549","704",,,,,,,,"5.71",,,,,,,,,,,,,,"42.3","2.4","281","11.2","3","0","0","0.0","0.0","0.3","47.7","2.5","0.0","0","3","6.6","212","307","310","310","36.9","68","161","406","764","969","1000","2.4"
"USW00094248","RENTON MUNICIPAL AIRPORT, WA US","02","28","2","-7777","-7777","0","0","0","0","14.1","1.7","112","28","2","-7777","-7777","0","0","0","0","48","30","12","69","183","321","377","460","601",,,,,,,,"4.32",,,,,,,,,,,,,,"43.5","2.0","277","15.5","7","0","0","0.0","0.0","0.0","50.6","1.6","0.0","0","0","5.7","196","280","280","280","36.5","15","104","321","659","943","1000","2.6"
"USW00094248","RENTON MUNICIPAL AIRPORT, WA US","03","101","26","3","1","-7777","0","0","0","14.5","1.3","232","101","26","3","1","-7777","0","0","0","108","81","4","29","108","240","300","392","547",,,,,,,,"3.95",,,,,,,,,,,,,,"47.4","2.4","308","24.8","50","4","0","0.0","0.0","0.0","54.6","2.5","0.0","0","0","1.8","149","306","310","310","40.1","0","11","47","188","624","961","2.4"
"USW00094248","RENTON MUNICIPAL AIRPORT, WA US","04","185","70","17","9","2","0","0","-7777","16.5","2.1","332","185","70","17","9","2","-7777","0","0","173","142","-7777","3","38","136","187","271","418",,,,,,,,"3.09",,,,,,,,,,,,,,"51.1","1.8","300","28.4","117","21","1","0.0","0.0","0.0","59.3","2.1","0.0","0","0","0.1","78","288","300","300","42.8","0","0","0","0","164","717","2.0"
"USW00094248","RENTON MUNICIPAL AIRPORT, WA US","05","366","214","90","56","26","1","-7777","5","17.4","2.0","521","366","214","90","56","26","5","1","-7777","299","255","0","-7777","3","34","63","125","259",,,,,,,,"2.12",,,,,,,,,,,,,,"56.8","2.0","310","31.0","247","69","10","0.0","0.0","0.0","65.5","2.6","0.0","0","0","0.0","10","208","309","310","48.1","0","0","0","0","0","25","1.8"
"USW00094248","RENTON MUNICIPAL AIRPORT, WA US","06","506","356","209","155","86","5","2","25","17.9","1.5","656","506","356","209","155","86","25","5","2","416","360","0","0","0","3","10","31","119",,,,,,,,"1.59",,,,,,,,,,,,,,"61.9","2.2","300","30.0","282","141","39","0.3","0.0","0.0","70.8","2.6","0.0","0","0","0.0","0","65","296","300","52.9","0","0","0","0","0","0","2.1"
"USW00094248","RENTON MUNICIPAL AIRPORT, WA US","07","668","513","358","296","205","20","11","82","19.9","1.9","823","668","513","358","296","205","82","20","11","569","508","0","0","0","-7777","-7777","2","34",,,,,,,,"0.94",,,,,,,,,,,,,,"66.6","2.4","310","31.0","309","254","90","1.3","0.1","0.0","76.5","3.1","0.0","0","0","0.0","0","6","265","309","56.6","0","0","0","0","0","0","2.0"
"USW00094248","RENTON MUNICIPAL AIRPORT, WA US","08","680","525","370","308","216","17","7","84","20.2","1.8","835","680","525","370","308","216","84","17","7","584","522","0","0","0","0","0","1","24",,,,,,,,"0.92",,,,,,,,,,,,,,"67.0","1.4","310","31.0","310","271","93","0.5","0.0","0.0","77.1","1.9","0.0","0","0","0.0","0","8","252","310","56.8","0","0","0","0","0","0","1.3"
"USW00094248","RENTON MUNICIPAL AIRPORT, WA US","09","498","348","202","149","83","3","1","21","19.1","2.6","648","498","348","202","149","83","21","3","1","414","361","0","0","-7777","4","11","35","123",,,,,,,,"1.71",,,,,,,,,,,,,,"61.6","1.7","300","30.0","292","161","27","0.1","0.0","0.0","71.2","2.5","0.0","0","0","0.0","0","89","293","300","52.0","0","0","0","0","0","0","1.8"
"USW00094248","RENTON MUNICIPAL AIRPORT, WA US","10","247","114","29","13","3","-7777","-7777","-7777","14.9","1.8","399","247","114","29","13","3","-7777","-7777","-7777","207","168","-7777","4","25","96","142","225","377",,,,,,,,"3.84",,,,,,,,,,,,,,"52.9","1.3","310","30.4","154","13","0","0.0","0.0","0.0","60.3","1.4","0.0","0","0","0.5","53","249","310","310","45.4","0","0","0","14","161","585","1.8"
"USW00094248","RENTON MUNICIPAL AIRPORT, WA US","11","79","19","2","1","-7777","0","0","0","11.9","1.4","190","79","19","2","1","-7777","0","0","0","72","49","14","52","142","275","334","423","573",,,,,,,,"6.47",,,,,,,,,,,,,,"45.9","2.7","293","19.8","15","1","0","0.0","0.0","0.2","51.9","2.7","0.0","0","2","3.5","138","290","300","300","39.9","7","30","111","341","757","994","2.9"
"USW00094248","RENTON MUNICIPAL AIRPORT, WA US","12","19","2","-7777","0","0","0","0","0","10.4","1.2","83","19","2","-7777","0","0","0","0","0","20","10","61","152","291","443","505","598","753",,,,,,,,"5.39",,,,,,,,,,,,,,"40.7","2.6","267","7.0","2","0","0","0.0","0.0","0.8","45.9","2.5","0.0","0","10","7.7","238","310","310","310","35.5","109","219","420","767","994","1000","2.9"
"USC00451233","CEDAR LAKE, WA US","01","3","-7777","0","0","0","0","0","0","8.0","1.0","21","3","-7777","0","0","0","0","0","0","4","1","155","291","443","598","660","753","908","9.42","12.75","16.08","19.1","16.8","8.9","4.5","13.00","0.0","4.4","13.2","4.7","3.5","1.4","0.6","0.1","8.9","12.5","8.9","6.0","2.0","35.7","2.9","154","1.3","0","0","0","0.0","0.0","3.9","39.7","3.0","0.0","-7777","13","15.7","288","310","310","310","31.7","224","467","781","961","1000","1000","2.9"
"USC00451233","CEDAR LAKE, WA US","02","6","1","-7777","0","0","0","0","0","10.9","1.6","32","6","1","-7777","0","0","0","0","0","12","8","112","226","360","500","556","640","780","5.46","7.81","11.33","15.7","12.8","6.2","2.3","8.60","0.5","4.9","10.3","3.2","2.3","1.0","0.3","-7777","7.5","8.8","5.3","3.4","1.2","37.2","2.9","187","3.6","4","0","0","0.0","0.0","1.6","42.6","3.3","0.0","1","10","14.0","261","280","280","280","31.7","196","376","667","916","995","1000","2.8"
"USC00451233","CEDAR LAKE, WA US","03","19","3","-7777","-7777","-7777","0","0","-7777","13.3","2.0","69","19","3","-7777","-7777","-7777","-7777","0","0","40","30","66","171","310","462","524","617","772","7.11","9.44","12.44","19.7","16.0","7.4","3.0","9.94","0.0","1.8","9.7","3.0","2.1","0.9","0.5","-7777","5.9","6.2","3.7","2.3","0.7","40.1","2.6","252","9.7","17","2","0","0.0","0.0","0.4","46.8","3.4","0.0","0","1","12.5","292","310","310","310","33.4","22","68","277","750","994","1000","2.1"
"USC00451233","CEDAR LAKE, WA US","04","60","21","5","3","1","0","0","-7777","15.4","2.2","141","60","21","5","3","1","-7777","0","0","82","66","24","93","204","338","396","484","633","6.73","7.87","10.37","18.7","14.7","6.6","2.0","8.29","0.0","0.5","4.7","1.5","0.9","0.3","0.1","0.0","2.9","2.3","1.1","0.5","0.1","43.9","2.3","282","15.0","56","10","1","0.0","0.0","0.0","51.6","3.0","0.0","0","0","5.7","242","298","300","300","36.2","0","9","94","396","880","1000","2.0"
"USC00451233","CEDAR LAKE, WA US","05","174","85","34","22","11","-7777","-7777","2","17.1","2.5","310","174","85","34","22","11","2","-7777","-7777","171","143","2","21","86","191","241","322","468","5.22","6.77","8.48","17.2","12.7","5.1","1.7","6.88","0.0","0.0","0.0","0.2","-7777","-7777","0.0","0.0","0.2","0.1","-7777","0.0","0.0","49.9","2.4","309","24.4","120","47","9","-7777","0.0","0.0","58.5","3.2","0.0","0","0","0.3","124","295","310","310","41.4","0","0","22","84","370","875","2.1"
"USC00451233","CEDAR LAKE, WA US","06","295","162","73","50","25","1","-7777","6","17.5","2.4","444","295","162","73","50","25","6","1","-7777","246","210","-7777","1","18","79","116","181","312","3.09","5.90","7.12","14.9","10.0","4.0","1.2","5.62","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","54.8","2.3","300","28.9","174","78","17","-7777","0.0","0.0","63.6","3.3","0.0","0","0","0.0","15","255","300","300","46.0","0","0","0","0","0","124","1.5"
"USC00451233","CEDAR LAKE, WA US","07","471","317","177","131","76","5","2","24","20.2","3.2","626","471","317","177","131","76","24","5","2","386","337","0","-7777","1","16","32","70","173","1.14","2.07","3.58","8.7","5.1","1.6","0.7","2.53","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","60.2","2.6","310","31.0","264","160","45","0.3","0.0","0.0","70.3","4.0","0.0","0","0","0.0","-7777","160","306","310","50.1","0","0","0","0","0","1","1.8"
"USC00451233","CEDAR LAKE, WA US","08","490","335","190","141","82","5","2","24","20.2","2.7","645","490","335","190","141","82","24","5","2","402","350","0","0","-7777","10","23","57","154","1.38","1.96","3.01","7.9","4.4","1.7","0.6","2.56","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","60.8","1.6","310","31.0","275","167","42","0.3","0.0","0.0","70.9","2.6","0.0","0","0","0.0","0","132","307","310","50.7","0","0","0","0","0","0","1.4"
"USC00451233","CEDAR LAKE, WA US","09","317","179","81","55","28","1","-7777","6","18.2","2.7","465","317","179","81","55","28","6","1","-7777","265","227","-7777","2","14","67","100","163","291","2.27","4.45","6.67","11.5","8.0","3.5","1.0","4.60","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","55.5","2.2","300","29.1","192","80","16","0.2","0.0","0.0","64.6","3.2","0.0","0","0","-7777","26","240","298","300","46.4","0","0","0","0","2","165","1.7"
"USC00451233","CEDAR LAKE, WA US","10","121","45","12","7","3","-7777","0","-7777","14.1","2.4","243","121","45","12","7","3","-7777","-7777","0","117","92","7","39","118","240","297","385","538","5.63","8.27","12.05","16.5","12.5","6.5","2.6","8.86","0.0","0.0","0.0","0.1","0.0","0.0","0.0","0.0","-7777","0.1","-7777","-7777","-7777","47.6","2.0","306","21.5","76","12","2","0.0","0.0","0.0","54.7","3.0","0.0","0","0","1.4","146","299","310","310","40.6","0","0","6","122","565","950","1.6"
"USC00451233","CEDAR LAKE, WA US","11","16","3","-7777","-7777","0","0","0","0","8.8","1.4","62","16","3","-7777","-7777","0","0","0","0","16","9","79","183","319","467","526","616","766","10.37","15.15","20.27","21.0","18.7","10.9","4.8","15.34","0.0","1.0","6.2","2.0","1.3","0.6","0.3","0.0","4.6","3.1","2.3","1.8","0.7","39.4","3.2","220","5.4","3","0","0","0.0","0.0","1.0","43.9","3.4","0.0","1","8","8.4","242","300","300","300","35.0","31","98","276","652","955","1000","3.1"
"USC00451233","CEDAR LAKE, WA US","12","1","-7777","0","0","0","0","0","0","7.4","0.9","11","1","-7777","0","0","0","0","0","0","1","-7777","185","329","483","638","700","794","949","9.02","10.38","13.26","19.4","16.0","8.1","3.7","11.17","1.4","5.3","18.2","5.1","3.3","1.4","0.4","0.1","9.2","13.1","7.9","5.0","1.7","34.4","2.8","121","0.6","0","0","0","0.0","0.0","3.9","38.1","2.9","0.0","2","16","17.0","299","310","310","310","30.7","246","435","739","962","1000","1000","2.7"
"USC00452675","EVERETT, WA US","01","26","4","1","-7777","0","0","0","0","13.6","1.9","96","26","4","1","-7777","0","0","0","0","40","25","59","143","277","429","490","583","738","3.44","4.69","6.65","18.6","11.6","2.8","0.4","5.11",,,,,,,,,,,,,,"41.2","2.7","282","12.3","7","0","0","0.0","0.0","0.2","48.0","2.8","0.0","0","11","10.1","232","307","310","310","34.4","161","326","643","913","994","1000","2.9"
"USC00452675","EVERETT, WA US","02","29","4","-7777","-7777","0","0","0","0","16.6","2.1","102","29","4","-7777","-7777","0","0","0","0","56","38","35","102","217","353","409","493","633","1.98","3.05","4.04","15.2","9.2","1.5","0.1","3.08",,,,,,,,,,,,,,"42.4","2.9","268","15.8","19","-7777","0","0.0","0.0","0.1","50.7","2.8","0.0","1","9","10.5","220","279","280","280","34.1","47","186","481","820","986","1000","3.3"
"USC00452675","EVERETT, WA US","03","76","18","2","1","-7777","0","0","-7777","17.7","2.1","194","76","18","2","1","-7777","-7777","0","0","112","86","7","44","141","280","340","433","588","2.65","3.89","4.63","18.9","10.8","1.5","0.2","3.69",,,,,,,,,,,,,,"46.0","2.1","307","25.0","52","5","-7777","0.0","0.0","-7777","54.9","2.5","0.0","0","1","5.9","206","310","310","310","37.2","3","32","128","531","913","1000","2.2"
"USC00452675","EVERETT, WA US","04","168","62","15","7","2","0","0","-7777","18.8","2.1","311","168","62","15","7","2","-7777","0","0","178","147","-7777","7","51","154","207","292","440","2.58","2.89","3.63","15.9","8.7","1.6","0.1","3.00",,,,,,,,,,,,,,"50.3","1.8","300","29.0","133","18","2","0.0","0.0","0.0","59.7","2.2","0.0","0","0","1.0","120","293","300","300","41.0","0","0","0","47","423","936","2.0"
"USC00452675","EVERETT, WA US","05","331","183","72","44","18","-7777","-7777","2","19.1","1.6","485","331","183","72","44","18","2","-7777","-7777","283","244","-7777","-7777","8","52","85","153","292","2.18","2.60","3.40","13.2","7.9","1.4","0.1","2.67",,,,,,,,,,,,,,"55.7","1.9","310","30.9","236","72","4","-7777","0.0","0.0","65.2","2.3","0.0","0","0","0.0","33","245","310","310","46.1","0","0","0","0","0","290","1.8"
"USC00452675","EVERETT, WA US","06","465","315","170","118","59","2","-7777","12","18.8","2.3","615","465","315","170","118","59","12","2","-7777","380","328","0","0","-7777","5","13","44","147","1.30","1.76","3.19","11.0","6.3","1.3","0.3","2.30",,,,,,,,,,,,,,"60.5","1.7","300","30.0","282","140","19","-7777","0.0","0.0","69.9","2.7","0.0","0","0","0.0","0","104","298","300","51.1","0","0","0","0","0","0","1.1"
"USC00452675","EVERETT, WA US","07","604","449","295","233","147","8","4","45","20.2","2.2","759","604","449","295","233","147","45","8","4","510","450","0","0","0","-7777","1","7","60","0.52","0.90","1.71","6.2","3.0","0.6","0.1","1.17",,,,,,,,,,,,,,"64.5","1.9","310","31.0","307","238","60","0.4","0.0","0.0","74.6","2.8","0.0","0","0","0.0","0","35","292","310","54.4","0","0","0","0","0","0","1.5"
"USC00452675","EVERETT, WA US","08","612","457","302","241","154","7","3","46","21.5","2.3","767","612","457","302","241","154","46","7","3","521","462","0","-7777","-7777","-7777","1","7","54","0.38","0.98","1.82","5.7","2.8","0.6","0.1","1.15",,,,,,,,,,,,,,"64.7","1.7","310","31.0","309","262","61","0.1","0.0","0.0","75.5","2.2","0.0","0","0","0.0","0","51","292","310","54.0","0","0","0","0","0","0","2.0"
"USC00452675","EVERETT, WA US","09","429","280","144","99","46","-7777","-7777","6","21.4","2.5","579","429","280","144","99","46","6","-7777","-7777","365","320","0","-7777","2","15","30","67","177","1.04","2.01","2.63","9.2","4.9","1.0","0.1","1.95",,,,,,,,,,,,,,"59.3","1.6","300","30.0","283","146","14","-7777","0.0","0.0","70.0","2.2","0.0","0","0","-7777","19","166","300","300","48.6","0","0","0","0","4","102","1.8"
"USC00452675","EVERETT, WA US","10","209","89","22","10","3","0","0","-7777","18.3","2.3","358","209","89","22","10","3","-7777","0","0","207","171","-7777","6","41","129","179","265","417","2.38","3.38","5.30","15.5","8.7","2.2","0.4","3.58",,,,,,,,,,,,,,"51.6","1.7","310","30.1","165","21","-7777","0.0","0.0","0.0","60.7","1.8","0.0","0","0","1.4","118","278","310","310","42.4","0","0","15","142","513","874","2.3"
"USC00452675","EVERETT, WA US","11","66","16","2","1","-7777","0","0","-7777","14.5","2.6","168","66","16","2","1","-7777","-7777","0","0","77","54","23","71","171","306","365","455","605","4.19","6.06","7.29","18.3","12.9","3.7","0.8","5.57",,,,,,,,,,,,,,"44.8","2.8","290","20.0","26","1","0","0.0","0.0","0.3","52.1","2.9","0.0","0","4","6.8","177","292","300","300","37.6","25","92","286","569","945","1000","3.2"
"USC00452675","EVERETT, WA US","12","15","2","-7777","-7777","0","0","0","0","12.8","1.5","69","15","2","-7777","-7777","0","0","0","0","24","13","81","182","324","477","539","632","787","4.01","5.62","6.79","18.6","12.1","3.0","0.8","5.17",,,,,,,,,,,,,,"39.6","2.8","262","9.1","1","0","0","0.0","0.0","0.8","46.0","2.7","0.0","3","15","12.1","254","310","310","310","33.2","176","354","642","946","1000","1000","3.1"
"USC00455525","MONROE, WA US","01","22","2","-7777","-7777","0","0","0","0","12.3","2.2","86","22","2","-7777","-7777","0","0","0","0","31","19","73","163","298","451","513","606","761","5.00","6.47","7.47","20.9","14.0","4.0","0.8","6.24","0.0","0.0","0.0","0.3","0.2","0.0","0.0","0.0","0.3","0.6","0.2","-7777","0.0","40.5","2.8","254","9.4","4","0","0","0.0","0.0","0.5","46.6","2.9","0.0","1","12","11.0","239","309","310","310","34.3","190","411","719","930","998","1000","3.0"
"USC00455525","MONROE, WA US","02","29","5","-7777","-7777","0","0","0","0","16.3","2.3","101","29","5","-7777","-7777","0","0","0","0","55","39","38","106","221","357","413","497","637","3.04","3.56","4.69","15.8","10.8","2.2","0.3","4.12","0.0","0.0","0.0","0.4","0.2","0.1","0.1","0.0","0.7","0.5","0.2","-7777","0.0","42.2","2.8","263","14.9","21","1","0","0.0","0.0","0.1","50.4","2.9","0.0","1","9","9.9","216","279","280","280","34.1","108","295","613","897","997","1000","3.2"
"USC00455525","MONROE, WA US","03","74","16","1","-7777","-7777","0","0","-7777","17.5","2.0","191","74","16","1","-7777","-7777","-7777","0","0","110","85","7","44","141","282","343","436","591","3.63","5.09","5.73","19.6","13.0","2.7","0.4","4.81","0.0","0.0","0.0","0.2","0.1","-7777","0.0","0.0","0.2","0.2","0.1","0.0","0.0","45.9","2.4","308","24.0","62","5","0","0.0","0.0","0.0","54.7","3.0","0.0","0","1","6.1","202","309","310","310","37.2","27","48","182","632","968","1000","2.0"
"USC00455525","MONROE, WA US","04","164","59","13","6","2","0","0","-7777","19.2","2.8","307","164","59","13","6","2","-7777","0","0","180","150","1","8","53","157","210","296","444","2.89","3.46","4.21","16.3","10.1","2.0","0.4","3.77","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","50.2","1.9","300","28.4","130","31","4","0.0","0.0","0.0","59.8","2.5","0.0","0","0","2.0","133","292","300","300","40.6","0","0","0","168","649","979","2.2"
"USC00455525","MONROE, WA US","05","331","183","74","46","19","-7777","-7777","3","19.9","2.6","485","331","183","74","46","19","3","-7777","-7777","287","249","-7777","-7777","8","53","88","154","292","2.48","3.38","3.98","14.6","9.2","2.0","0.2","3.39","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","55.7","2.1","310","30.9","232","85","15","0.1","0.0","0.0","65.6","3.0","0.0","0","0","-7777","38","249","310","310","45.7","0","0","0","0","68","478","1.9"
"USC00455525","MONROE, WA US","06","459","309","166","115","57","1","-7777","12","20.2","3.1","609","459","309","166","115","57","12","1","-7777","379","331","0","-7777","-7777","7","16","48","153","1.57","2.52","3.69","11.6","6.4","1.3","0.2","2.55","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","60.3","1.9","300","30.0","280","145","37","0.3","0.0","0.0","70.4","3.2","0.0","0","0","0.0","2","142","299","300","50.2","0","0","0","0","0","0","1.2"
"USC00455525","MONROE, WA US","07","615","460","305","244","157","10","4","49","22.7","3.0","770","615","460","305","244","157","49","10","4","519","461","0","0","0","-7777","1","7","54","0.43","1.40","1.84","6.9","3.4","0.9","0.1","1.33","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","64.8","2.2","310","31.0","309","245","92","1.2","-7777","0.0","76.2","3.2","0.0","0","0","0.0","0","62","294","310","53.5","0","0","0","0","0","0","1.9"
