STATION,DATE,TAVG,TMIN,TMAX,AWND,WSF2,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22
USW00014765,2010-05-10,,39,60,10.07,21.0,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-05-11,,38,59,7.61,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-05-12,,42,50,4.25,13.0,,,,,1.0,,,,,,,,,,1.0,,,,,
USW00014765,2010-05-13,,41,68,8.28,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-05-14,,49,65,7.16,15.0,1.0,,,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,
USW00014765,2010-05-15,,55,73,10.96,25.9,1.0,,1.0,,,,1.0,1.0,,,,,,,1.0,,,,,
USW00014765,2010-05-16,,52,74,7.16,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-05-17,,49,76,6.71,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-05-18,,48,58,8.28,23.0,1.0,,,,1.0,,,,,,,1.0,,,1.0,,,,,
USW00014765,2010-05-19,,49,60,10.51,21.0,1.0,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2010-05-20,,52,81,6.49,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-05-21,,57,78,6.71,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-05-22,,54,68,5.82,13.0,1.0,,,,,,,,,,,1.0,,,,,,,,
USW00014765,2010-05-23,,60,74,5.14,10.1,1.0,,,,,,,,,,,1.0,,,,,,,,
USW00014765,2010-05-24,,59,75,6.04,17.0,1.0,1.0,,,,,,,1.0,,,1.0,,,,,,,,
USW00014765,2010-05-25,,59,83,7.38,17.0,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2010-05-26,,65,96,6.93,25.9,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,,,,
USW00014765,2010-05-27,,58,72,7.61,25.9,1.0,,1.0,,1.0,,,,,,,1.0,,,1.0,,,,,
USW00014765,2010-05-28,,56,75,7.61,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-05-29,,54,76,7.83,17.9,1.0,,1.0,,1.0,,,,,,,1.0,,,1.0,,,,,
USW00014765,2010-05-30,,61,82,8.28,19.9,1.0,,,,,,,,,,,1.0,,,,,,,,
USW00014765,2010-05-31,,62,75,8.72,19.9,,,,,,,1.0,1.0,,,,,,,,,,,,
USW00014765,2010-06-01,,63,84,7.61,21.9,1.0,,1.0,,1.0,,,1.0,,,,1.0,,,1.0,,,,,
USW00014765,2010-06-02,,61,81,7.16,19.9,1.0,1.0,,,,,,1.0,,,,1.0,,,1.0,,,,,
USW00014765,2010-06-03,,61,81,8.28,21.0,1.0,1.0,1.0,,,,1.0,1.0,,,,1.0,,,1.0,,,,,
USW00014765,2010-06-04,,65,81,5.59,16.1,1.0,,,,,,,,,,,1.0,,,,,,,,
USW00014765,2010-06-05,,65,81,7.38,15.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,
USW00014765,2010-06-06,,61,82,11.41,28.0,1.0,,1.0,,,,1.0,1.0,,,,,,,1.0,,,,,
USW00014765,2010-06-07,,56,75,10.74,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-06-08,,53,72,7.61,25.1,,,,,,,,,,,,,,,1.0,,,,,
USW00014765,2010-06-09,,50,69,5.82,17.9,1.0,,,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,
USW00014765,2010-06-10,,54,69,5.82,14.1,1.0,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2010-06-11,,55,66,6.04,14.1,1.0,,,,,,,,,,,,1.0,,,,,,,
USW00014765,2010-06-12,,55,71,6.04,13.0,1.0,,1.0,,1.0,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2010-06-13,,62,70,7.38,14.1,1.0,1.0,1.0,,1.0,,,,1.0,,,,1.0,,,,,,,
USW00014765,2010-06-14,,61,73,5.59,13.0,,,,,,,,,,,,,,,1.0,,,,,
USW00014765,2010-06-15,,58,77,7.83,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-06-16,,54,76,6.93,19.9,1.0,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2010-06-17,,62,77,8.95,23.9,1.0,,,,1.0,,,,,,,1.0,,,1.0,,,,,
USW00014765,2010-06-18,,58,85,5.59,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-06-19,,62,80,9.17,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-06-20,,65,88,8.5,21.0,,,,,,,,1.0,,,,,,,1.0,,,,,
USW00014765,2010-06-21,,68,88,6.71,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-06-22,,67,84,6.49,13.0,1.0,,,,1.0,,,,,,,,1.0,,1.0,,,,,
USW00014765,2010-06-23,,69,85,7.83,21.0,1.0,,1.0,,1.0,,,1.0,,,,,1.0,,,,,,,
USW00014765,2010-06-24,,68,90,9.84,28.0,,,,,,,,,,,,,,,1.0,,,,,
USW00014765,2010-06-25,,66,82,7.38,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-06-26,,65,86,5.82,17.0,,,,,,,,,,,,,,,1.0,,,,,
USW00014765,2010-06-27,,67,87,6.26,15.0,1.0,,,,,,1.0,1.0,,,,1.0,,,1.0,,,,,
USW00014765,2010-06-28,,72,95,10.51,28.0,1.0,,1.0,,,,,1.0,,,,1.0,,,1.0,,,,,
USW00014765,2010-06-29,,69,89,8.5,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-06-30,,60,77,8.28,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-07-01,,57,76,9.62,21.0,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-07-02,,59,81,8.72,23.9,,,,,,,,1.0,,,,,,,,,,,,
USW00014765,2010-07-03,,57,85,5.37,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-07-04,,66,94,6.93,17.0,,,,,,,1.0,,,,,,,,,,,,,
USW00014765,2010-07-05,,68,97,5.59,16.1,,,,,,,,1.0,,,,,,,,,,,,
USW00014765,2010-07-06,,73,102,6.49,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-07-07,,75,92,6.26,11.0,1.0,,,,,,1.0,1.0,,,,1.0,,,,,,,,
USW00014765,2010-07-08,,72,86,7.83,16.1,1.0,,,,,,,1.0,,,,1.0,,,,,,,,
USW00014765,2010-07-09,,72,86,8.5,17.9,1.0,,,,1.0,,,,,,,1.0,,,1.0,,,,,
USW00014765,2010-07-10,,72,85,7.16,23.0,,,1.0,,1.0,,,,,,,,1.0,,1.0,,,,,
USW00014765,2010-07-11,,69,90,6.71,13.0,,,1.0,,,,,,,,,,,,,,,,,
USW00014765,2010-07-12,,70,87,8.5,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-07-13,,74,86,8.5,16.1,1.0,,,,1.0,,,,,,,1.0,,,1.0,,,,,
USW00014765,2010-07-14,,69,83,6.04,16.1,1.0,,,,1.0,,,,,,,1.0,,,1.0,,,,,
USW00014765,2010-07-15,,68,81,8.72,15.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,
USW00014765,2010-07-16,,68,89,7.38,17.9,1.0,,,,,,,,,,,1.0,,,,,,,,
USW00014765,2010-07-17,,75,92,8.28,19.9,1.0,,,,,,,1.0,,,,1.0,,,,,,,,
USW00014765,2010-07-18,,73,91,8.95,21.0,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-07-19,,68,84,5.82,17.0,1.0,,1.0,,1.0,,,,,,,1.0,,,1.0,,,,,
USW00014765,2010-07-20,,71,87,5.14,12.1,,,,,,,,,,,,,,,1.0,,,,,
USW00014765,2010-07-21,,71,87,7.16,17.9,1.0,,1.0,,1.0,,,1.0,,,,1.0,,,1.0,,,,,
USW00014765,2010-07-22,,68,87,9.62,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-07-23,,66,77,4.47,17.9,1.0,,1.0,,1.0,,,,,,,1.0,,,1.0,,,,,
USW00014765,2010-07-24,,72,88,4.03,23.0,1.0,,1.0,,,,1.0,1.0,,,,,,,1.0,,,,,
USW00014765,2010-07-25,,71,90,8.95,17.0,1.0,,,,1.0,,,,,,,1.0,,,1.0,,,,,
USW00014765,2010-07-26,,63,85,10.29,23.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-07-27,,64,88,7.83,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-07-28,,65,87,10.51,23.0,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-07-29,,71,88,8.72,17.0,1.0,,,,1.0,,,,,,,1.0,,,1.0,,,,,
USW00014765,2010-07-30,,63,82,6.71,15.0,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-07-31,,62,77,7.38,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-08-01,,59,77,6.04,17.0,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-08-02,,60,78,6.71,17.0,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-08-03,,65,84,10.51,21.0,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-08-04,,74,88,11.41,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-08-05,,74,89,7.83,17.9,1.0,,1.0,,1.0,,1.0,1.0,,,,1.0,,,1.0,,,,,
USW00014765,2010-08-06,,66,88,8.5,21.0,,,,,,,,1.0,,,,,,,,,,,,
USW00014765,2010-08-07,,59,81,5.59,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-08-08,,63,87,8.28,21.0,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-08-09,,70,93,8.95,19.9,1.0,,,,1.0,,,,,,,1.0,,,1.0,,,,,
USW00014765,2010-08-10,,71,87,5.59,15.0,1.0,,,,1.0,,,1.0,,,,1.0,,,1.0,,,,,
USW00014765,2010-08-11,,68,87,6.93,17.0,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-08-12,,66,82,6.04,15.0,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-08-13,,62,81,6.71,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-08-14,,56,79,5.37,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-08-15,,58,77,7.38,17.9,,,,,1.0,,,,,,,,,,,,,,,
USW00014765,2010-08-16,,68,81,9.62,21.0,1.0,,,,1.0,,,,,,,1.0,,,1.0,,,,,
USW00014765,2010-08-17,,73,89,6.93,15.0,1.0,,,,,,,,,,,1.0,,,1.0,,,,,
USW00014765,2010-08-18,,66,83,3.8,12.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-08-19,,61,87,5.37,16.1,,,,,1.0,,,,,,,,,,1.0,,,,,
USW00014765,2010-08-20,,64,89,7.38,16.1,,,,,,,,,,,,,,,1.0,,,,,
USW00014765,2010-08-21,,59,80,5.82,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-08-22,,68,71,7.16,21.0,1.0,,,,1.0,,,,,,,1.0,,,1.0,,,,,
USW00014765,2010-08-23,,62,69,17.0,28.0,1.0,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2010-08-24,,61,64,15.21,25.9,1.0,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2010-08-25,,63,72,10.74,21.9,1.0,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2010-08-26,,62,83,8.05,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-08-27,,59,79,6.71,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-08-28,,55,82,5.14,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-08-29,,62,93,7.16,17.0,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-08-30,,65,90,6.26,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-08-31,,69,94,5.82,15.0,,,,,,,1.0,1.0,,,,,,,,,,,,
USW00014765,2010-09-01,,70,95,5.14,13.0,,,,,,,1.0,1.0,,,,,,,,,,,,
USW00014765,2010-09-02,,71,93,7.16,19.9,,,,,,,1.0,1.0,,,,,,,,,,,,
USW00014765,2010-09-03,,70,80,7.61,17.9,1.0,,,,1.0,,,,,,,1.0,,,1.0,,,,,
USW00014765,2010-09-04,,63,81,14.09,28.0,,,,,,,,,,,,,,,1.0,,,,,
USW00014765,2010-09-05,,56,75,9.17,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-09-06,,52,77,6.04,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-09-07,,63,83,9.84,21.0,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-09-08,,61,84,9.84,21.0,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-09-09,,59,73,9.84,21.0,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-09-10,,58,71,9.62,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-09-11,,54,74,6.71,17.0,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-09-12,,52,66,6.26,14.1,,,,,,,,,,,,,1.0,,1.0,,,,,
USW00014765,2010-09-13,,57,67,5.37,16.1,,,,,1.0,,,,,,,,1.0,,1.0,,,,,
USW00014765,2010-09-14,,56,79,6.93,16.1,1.0,,,,,,,,,,,1.0,,,1.0,,,,,
USW00014765,2010-09-15,,52,71,8.72,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-09-16,,48,69,10.07,25.1,1.0,,1.0,,1.0,,,,,,,1.0,,,1.0,,,,,
USW00014765,2010-09-17,,54,76,8.05,23.0,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,,,,
USW00014765,2010-09-18,,54,69,3.58,8.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-09-19,,52,75,4.92,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-09-20,,55,73,12.3,23.0,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-09-21,,48,71,7.61,17.0,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-09-22,,61,83,9.62,19.9,,,,,,,,,,,,,,,1.0,,,,,
USW00014765,2010-09-23,,59,77,5.37,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-09-24,,59,80,8.5,16.1,1.0,,,,,,,,,,,1.0,1.0,,,,,,,
USW00014765,2010-09-25,,66,88,10.74,21.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,
USW00014765,2010-09-26,,60,73,10.51,19.9,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2010-09-27,,60,65,7.61,13.0,1.0,1.0,,,1.0,,,,,,,,1.0,,1.0,,,,,
USW00014765,2010-09-28,,64,77,12.75,25.1,1.0,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2010-09-29,,66,82,7.83,17.9,1.0,,,,,,,,,,,1.0,,,,,,,,
USW00014765,2010-09-30,,67,79,12.75,23.9,1.0,1.0,,,1.0,,,,1.0,,,,1.0,,1.0,,,,,
USW00014765,2010-10-01,,58,79,15.21,30.0,1.0,,,,1.0,,1.0,1.0,,,,1.0,,,1.0,,,,,
USW00014765,2010-10-02,,52,68,9.4,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-10-03,,47,60,13.65,23.0,,,,,1.0,,,,,,,,,,1.0,,,,,
USW00014765,2010-10-04,,53,63,17.0,29.1,1.0,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2010-10-05,,56,61,10.96,23.9,1.0,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2010-10-06,,49,62,7.38,17.9,1.0,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2010-10-07,,48,67,9.62,23.0,,,,,1.0,,,,,,,,,,1.0,,,,,
USW00014765,2010-10-08,,48,73,10.51,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-10-09,,44,68,7.16,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-10-10,,40,67,6.71,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-10-11,,50,71,5.82,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-10-12,,48,67,5.59,12.1,,,,,,,,,,,,,,,1.0,,,,,
USW00014765,2010-10-13,,43,64,4.92,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-10-14,,42,63,6.71,21.0,1.0,,,,1.0,,,,,,,1.0,,,1.0,,,,,
USW00014765,2010-10-15,,48,58,18.57,30.0,1.0,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2010-10-16,,46,60,16.11,30.0,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-10-17,,42,67,9.84,21.0,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-10-18,,43,62,7.61,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-10-19,,42,61,4.47,12.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-10-20,,43,63,4.03,14.1,1.0,,,,,,,,,,,1.0,,,,,,,,
USW00014765,2010-10-21,,39,62,7.61,31.1,1.0,,1.0,,1.0,,,,,,,1.0,,,1.0,,,,,
USW00014765,2010-10-22,,36,51,11.41,23.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-10-23,,34,61,7.61,23.0,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-10-24,,45,53,3.13,12.1,,,,,1.0,,,,,,,,,,1.0,,,,,
USW00014765,2010-10-25,,50,69,7.61,23.9,1.0,,,,,,,1.0,,,,,1.0,,1.0,,,,,
USW00014765,2010-10-26,,62,75,10.74,23.0,1.0,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2010-10-27,,67,71,12.3,21.0,1.0,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2010-10-28,,55,77,8.72,19.9,1.0,,,,,,,,,,,,,,1.0,,,,,
USW00014765,2010-10-29,,43,59,8.95,21.0,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-10-30,,39,58,11.63,23.0,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-10-31,,38,60,9.62,23.0,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-11-01,,33,51,9.17,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-11-02,,32,50,6.71,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-11-03,,28,52,3.36,17.0,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-11-04,,37,54,6.93,19.9,1.0,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2010-11-05,,46,62,8.5,23.0,1.0,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2010-11-06,,43,52,7.38,15.0,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-11-07,,39,46,12.75,19.9,,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,
USW00014765,2010-11-08,,35,48,16.33,40.9,1.0,,,1.0,1.0,,,,,,,,1.0,,1.0,,1.0,,,
USW00014765,2010-11-09,,47,56,17.22,25.9,1.0,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2010-11-10,,44,50,17.22,23.9,1.0,,,,1.0,,,,,,,1.0,,,1.0,,,,,
USW00014765,2010-11-11,,41,51,14.54,25.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-11-12,,40,61,10.51,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-11-13,,40,66,5.37,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-11-14,,35,59,6.26,15.0,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-11-15,,44,57,4.7,8.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-11-16,,48,56,3.8,10.1,1.0,,,,1.0,,1.0,1.0,,,,1.0,,,1.0,,,,,
USW00014765,2010-11-17,,50,64,15.88,30.0,1.0,,,,1.0,,,,,,,1.0,,,1.0,,,,,
USW00014765,2010-11-18,,42,54,10.29,31.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-11-19,,30,46,7.61,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-11-20,,29,53,9.4,21.0,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-11-21,,31,42,6.26,15.0,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-11-22,,37,60,7.61,19.9,,,,,,,,,,,,,,,1.0,,,,,
USW00014765,2010-11-23,,45,64,7.38,23.0,1.0,,,,,,,,,,,1.0,,,,,,,,
USW00014765,2010-11-24,,35,50,14.99,25.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-11-25,,28,42,5.59,14.1,,,,,1.0,,,,,,,,1.0,,1.0,,,,,
USW00014765,2010-11-26,,29,54,6.71,19.9,1.0,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2010-11-27,,28,43,9.62,23.0,,,,,,,,,,,,,,,1.0,,1.0,,,
USW00014765,2010-11-28,,27,44,6.71,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-11-29,,27,48,3.36,12.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-11-30,,28,48,4.92,15.0,1.0,,,,,,,,,,,,1.0,,,,,,,
USW00014765,2010-12-01,,44,58,14.09,33.1,1.0,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2010-12-02,,33,45,9.4,17.0,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-12-03,,33,40,9.17,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-12-04,,30,41,9.62,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-12-05,,25,36,9.4,17.0,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-12-06,,25,33,14.32,28.0,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-12-07,,25,37,12.97,23.0,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-12-08,,22,32,12.53,25.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-12-09,,16,28,10.51,21.0,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-12-10,,11,28,2.46,6.9,,,,,,,,,,,,,,,1.0,,1.0,,,
USW00014765,2010-12-11,,24,48,2.91,13.0,,,,,,,,,,,,,,,,,1.0,,,
USW00014765,2010-12-12,,27,55,12.75,32.0,1.0,,,,1.0,,,,,,,1.0,,,1.0,,,,,
USW00014765,2010-12-13,,31,56,10.07,17.0,1.0,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2010-12-14,,20,31,12.08,21.0,,,,,,,,,,,,,,,1.0,,1.0,,,
USW00014765,2010-12-15,,15,24,12.75,23.0,,,,,,,,,,,,,,,1.0,,1.0,,,
USW00014765,2010-12-16,,18,34,6.49,15.0,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-12-17,,16,36,6.04,15.0,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-12-18,,18,39,3.13,10.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-12-19,,22,36,8.72,16.1,,,,,,,,,,,,,,,,,1.0,,,
USW00014765,2010-12-20,,26,32,14.54,23.9,1.0,,,,,,,,1.0,,,1.0,,,1.0,,1.0,,,
USW00014765,2010-12-21,,26,41,14.76,25.9,1.0,,,,,,,,,,,1.0,,,1.0,,1.0,,,
USW00014765,2010-12-22,,31,42,10.96,17.9,1.0,,,,,,,1.0,,,,1.0,,,1.0,,1.0,,,
USW00014765,2010-12-23,,31,38,14.09,23.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,
USW00014765,2010-12-24,,27,39,9.17,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-12-25,,20,33,2.46,8.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-12-26,,23,28,17.45,38.0,1.0,1.0,,,,,,1.0,1.0,,,,,,1.0,,1.0,,,1.0
USW00014765,2010-12-27,,20,31,23.49,40.0,1.0,,,,,,,1.0,1.0,,,1.0,,,1.0,,1.0,,,1.0
USW00014765,2010-12-28,,18,34,14.76,31.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-12-29,,23,37,6.93,15.0,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-12-30,,21,42,4.47,8.9,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2010-12-31,,22,51,4.47,10.1,1.0,,,,,,1.0,1.0,,,,1.0,,,,,,,,
USW00014765,2011-01-01,,29,54,3.58,8.1,1.0,,,,,,,,,,,1.0,,,,,,,,
USW00014765,2011-01-02,,35,50,4.47,21.0,1.0,1.0,,,,,,,,,,,,,1.0,,1.0,,,
USW00014765,2011-01-03,,24,35,10.74,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-01-04,,21,39,6.93,21.0,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-01-05,,24,40,8.05,21.0,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-01-06,,17,33,2.46,10.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-01-07,,21,36,5.37,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-01-08,,28,33,7.61,16.1,1.0,,,,,,,,,,,1.0,,,,,1.0,,,
USW00014765,2011-01-09,,25,34,14.76,21.9,1.0,,,,,,,,,,,1.0,,,,,1.0,,,
USW00014765,2011-01-10,,23,34,9.62,21.0,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-01-11,,19,32,3.8,10.1,,,,,,,,,,,,,,,,,1.0,,,
USW00014765,2011-01-12,,25,33,18.57,31.1,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,
USW00014765,2011-01-13,,17,32,11.41,19.9,,,,,,,,,,,,,,,,,1.0,,,
USW00014765,2011-01-14,,12,25,5.59,10.1,,,,,,,,,,,,,,,,,1.0,1.0,,
USW00014765,2011-01-15,,5,34,6.93,17.9,1.0,,,,,,,,,,,1.0,,,1.0,,1.0,,,
USW00014765,2011-01-16,,20,34,8.5,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-01-17,,13,22,6.04,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-01-18,,19,39,9.4,17.9,1.0,,,1.0,,,,,,,,,1.0,,1.0,,1.0,,,
USW00014765,2011-01-19,,33,41,8.05,16.1,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2011-01-20,,27,33,6.93,15.0,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-01-21,,20,31,12.08,23.9,1.0,,,1.0,,,,,,,,1.0,,,,,1.0,,,1.0
USW00014765,2011-01-22,,11,24,4.47,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-01-23,,3,23,8.5,21.0,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-01-24,,-2,16,6.04,15.0,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-01-25,,10,33,2.01,13.0,1.0,,,,,,,,,,,1.0,,,,,1.0,,,
USW00014765,2011-01-26,,12,34,9.84,25.9,1.0,1.0,,1.0,,,,,,,,,1.0,,1.0,,1.0,,,
USW00014765,2011-01-27,,22,34,12.53,29.1,1.0,1.0,,1.0,,,,,1.0,,,,,,,,1.0,,,1.0
USW00014765,2011-01-28,,13,34,1.79,8.1,1.0,,,,,,,1.0,,,,1.0,,,,,1.0,,,
USW00014765,2011-01-29,,22,37,4.03,12.1,1.0,,,,,,,1.0,,,,1.0,,,,,1.0,,,
USW00014765,2011-01-30,,16,37,4.25,15.0,1.0,,,,,,,1.0,,,,1.0,,,,,,,,
