,duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender
9023,19 minutes,21,Montgomery St BART Station (Market St at 2nd St),116,Mississippi St at 17th St,6234,2,1987,Female
9024,7 minutes,22,Howard St at Beale St,49,S Park St at 3rd St,346,3,1982,Male
9025,8 minutes,16,Steuart St at Market St,81,Berry St at 4th St,4831,2,1994,Female
9026,16 minutes,3,Powell St BART Station (Market St at 4th St),125,20th St at Bryant St,4768,3,1969,Male
9027,6 minutes,81,Berry St at 4th St,349,Howard St at Mary St,4617,3,1974,Female
9028,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),87,Folsom St at 13th St,5130,2,1996,Female
9029,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),324,Union Square (Powell St at Post St),5018,2,1992,Male
9030,1 minutes,22,Howard St at Beale St,17,Embarcadero BART Station (Beale St at Market St),3208,1,1985,Male
9031,19 minutes,22,Howard St at Beale St,106,Sanchez St at 17th St,5217,2,1995,Male
9032,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),364,China Basin St at 3rd St,5327,1,1970,Female
9033,8 minutes,22,Howard St at Beale St,324,Union Square (Powell St at Post St),2857,2,1986,Male
9034,16 minutes,30,San Francisco Caltrain (Townsend St at 4th St),323,Broadway at Kearny,5353,2,1988,Male
9035,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),36,Folsom St at 3rd St,5249,3,1971,Male
9036,13 minutes,81,Berry St at 4th St,16,Steuart St at Market St,1600,2,1965,Female
9037,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),62,Victoria Manalo Draves Park,4554,3,1982,Male
9038,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),23,The Embarcadero at Steuart St,5488,2,1988,Female
9039,12 minutes,5,Powell St BART Station (Market St at 5th St),116,Mississippi St at 17th St,5526,3,1982,Male
9040,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),4811,2,1986,Female
9041,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),9,Broadway at Battery St,5476,1,1995,Male
9042,18 minutes,21,Montgomery St BART Station (Market St at 2nd St),139,Garfield Square (25th St at Harrison St),5541,2,1991,Male
9043,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),81,Berry St at 4th St,4947,1,1981,Male
9044,5 minutes,22,Howard St at Beale St,321,5th St at Folsom,5232,3,1994,Male
9045,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),5565,3,1985,Male
9046,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),5341,2,1977,Male
9047,10 minutes,81,Berry St at 4th St,22,Howard St at Beale St,5489,1,1986,Male
9048,11 minutes,22,Howard St at Beale St,115,Jackson Playground,5424,2,1974,Male
9049,3 minutes,81,Berry St at 4th St,91,Berry St at King St,5357,3,1990,Female
9050,9 minutes,22,Howard St at Beale St,17,Embarcadero BART Station (Beale St at Market St),4954,1,1989,Male
9051,9 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),5130,1,1990,Female
9052,5 minutes,22,Howard St at Beale St,50,2nd St at Townsend St,5297,2,1990,Female
9053,3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),91,Berry St at King St,5149,1,1982,Male
9054,7 minutes,22,Howard St at Beale St,321,5th St at Folsom,5569,2,1966,Male
9055,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,4715,3,1985,Male
9056,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),2656,2,1984,Male
9057,14 minutes,16,Steuart St at Market St,101,15th St at Potrero Ave,5351,1,1981,Male
9058,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),41,Golden Gate Ave at Polk St,5264,3,1979,Male
9059,7 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),5018,3,1983,Male
9060,11 minutes,16,Steuart St at Market St,93,4th St at Mission Bay Blvd S,4377,1,1988,Male
9061,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),97,14th St at Mission St,5577,1,1992,Female
9062,10 minutes,16,Steuart St at Market St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4638,2,1972,Male
9063,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),121,Mission Playground,4372,3,1978,Male
9064,15 minutes,21,Montgomery St BART Station (Market St at 2nd St),114,Rhode Island St at 17th St,5157,3,1989,Male
9065,7 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4318,1,1967,Male
9066,16 minutes,16,Steuart St at Market St,126,Esprit Park,5152,1,1979,Male
9067,6 minutes,81,Berry St at 4th St,16,Steuart St at Market St,5337,2,1987,Male
9068,12 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),4644,2,1985,Male
9069,6 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),4343,1,1978,Female
9070,7 minutes,22,Howard St at Beale St,81,Berry St at 4th St,5489,2,1977,Male
9071,2 minutes,21,Montgomery St BART Station (Market St at 2nd St),19,Post St at Kearny St,3137,2,1973,Male
9072,7 minutes,3,Powell St BART Station (Market St at 4th St),323,Broadway at Kearny,5299,3,1963,Female
9073,2 minutes,22,Howard St at Beale St,28,The Embarcadero at Bryant St,4405,2,1984,Male
9074,14 minutes,16,Steuart St at Market St,89,Division St at Potrero Ave,5226,2,1989,Male
9075,12 minutes,22,Howard St at Beale St,371,Lombard St at Columbus Ave,5440,1,1983,Female
9076,7 minutes,16,Steuart St at Market St,36,Folsom St at 3rd St,1606,2,1974,Male
9077,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),4972,1,2000,Female
9078,8 minutes,22,Howard St at Beale St,64,5th St at Brannan St,4438,2,1978,Male
9079,10 minutes,22,Howard St at Beale St,92,Mission Bay Kids Park,2614,2,1991,Female
9080,16 minutes,16,Steuart St at Market St,53,Grove St at Divisadero,5332,2,1986,Male
9081,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),696,2,1985,Male
9082,3 minutes,22,Howard St at Beale St,28,The Embarcadero at Bryant St,4967,3,1972,Female
9083,6 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4608,1,1974,Male
9084,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),5427,3,1982,Male
9085,20 minutes,81,Berry St at 4th St,72,Page St at Scott St,4572,3,1987,Female
9086,24 minutes,81,Berry St at 4th St,377,Fell St at Stanyan St,5333,1,1979,Male
9087,10 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),4902,2,1965,Female
9088,16 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),371,Lombard St at Columbus Ave,4408,3,1987,Male
9089,9 minutes,81,Berry St at 4th St,16,Steuart St at Market St,5351,2,1983,Male
9090,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),114,Rhode Island St at 17th St,5329,2,1986,Male
9091,4 minutes,5,Powell St BART Station (Market St at 5th St),21,Montgomery St BART Station (Market St at 2nd St),4752,1,1993,Male
9092,7 minutes,16,Steuart St at Market St,3,Powell St BART Station (Market St at 4th St),4943,2,1978,Male
9093,10 minutes,16,Steuart St at Market St,81,Berry St at 4th St,5337,3,1980,Male
9094,6 minutes,5,Powell St BART Station (Market St at 5th St),368,Myrtle St at Polk St,4772,1,1961,Male
9095,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),16,Steuart St at Market St,5152,2,1971,Male
9096,9 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),4369,2,1987,Male
9097,7 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),5149,1,1973,Male
9098,3 minutes,22,Howard St at Beale St,11,Davis St at Jackson St,5159,3,1977,Male
9099,13 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,4409,3,1975,Male
9100,14 minutes,21,Montgomery St BART Station (Market St at 2nd St),85,Church St at Duboce Ave,4929,2,1988,Female
9101,14 minutes,22,Howard St at Beale St,123,Folsom St at 19th St,4407,2,1980,Male
9102,14 minutes,3,Powell St BART Station (Market St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),3363,1,1995,Male
9103,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),89,Division St at Potrero Ave,5504,3,1992,Male
9104,14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),56,Koshland Park,4654,3,1974,Female
9105,25 minutes,21,Montgomery St BART Station (Market St at 2nd St),21,Montgomery St BART Station (Market St at 2nd St),5412,2,1997,Male
9106,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),37,2nd St at Folsom St,4951,2,1965,Male
9107,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),3,Powell St BART Station (Market St at 4th St),4768,3,2000,Female
9108,22 minutes,21,Montgomery St BART Station (Market St at 2nd St),323,Broadway at Kearny,4942,2,1972,Male
9109,30 minutes,30,San Francisco Caltrain (Townsend St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),4653,2,1983,Female
9110,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),47,4th St at Harrison St,5140,3,1994,Male
9111,7 minutes,16,Steuart St at Market St,66,3rd St at Townsend St,2293,2,1992,Male
9112,5 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,5220,3,1982,Male
9113,21 minutes,3,Powell St BART Station (Market St at 4th St),146,30th St at San Jose Ave,397,1,1962,Male
9114,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,4938,3,2000,Female
9115,7 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5188,2,1985,Male
9116,3 minutes,16,Steuart St at Market St,13,Commercial St at Montgomery St,5531,3,1986,Male
9117,7 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5504,1,1972,Male
9118,6 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),4372,1,1965,Male
9119,8 minutes,5,Powell St BART Station (Market St at 5th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),1073,2,1987,Male
9120,10 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),5057,2,1985,Male
9121,6 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),5476,1,1995,Male
9122,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,4557,3,1999,Female
9123,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),123,Folsom St at 19th St,5445,2,1980,Male
9124,4 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,4644,1,1993,Male
9125,26 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5019,3,1979,Male
9126,8 minutes,3,Powell St BART Station (Market St at 4th St),343,Bryant St at 2nd St,5515,2,1974,Female
9127,18 minutes,16,Steuart St at Market St,109,17th St at Valencia St,5063,2,1987,Male
9128,4 minutes,22,Howard St at Beale St,28,The Embarcadero at Bryant St,5060,3,1981,Male
9129,7 minutes,3,Powell St BART Station (Market St at 4th St),42,San Francisco City Hall (Polk St at Grove St),5546,2,1970,Male
9130,10 minutes,16,Steuart St at Market St,81,Berry St at 4th St,4644,2,1987,Male
9131,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),116,Mississippi St at 17th St,5223,1,1987,Male
9132,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),11,Davis St at Jackson St,4997,1,1975,Male
9133,11 minutes,81,Berry St at 4th St,23,The Embarcadero at Steuart St,4603,3,1983,Male
9134,141 minutes,3,Powell St BART Station (Market St at 4th St),102,Irwin St at 8th St,2124,1,1978,Male
9135,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,4831,2,1960,Female
9136,26 minutes,3,Powell St BART Station (Market St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),4611,2,1990,Male
9137,20 minutes,21,Montgomery St BART Station (Market St at 2nd St),104,4th St at 16th St,5059,1,1984,Male
9138,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,192,2,1989,Male
9139,4 minutes,3,Powell St BART Station (Market St at 4th St),37,2nd St at Folsom St,4767,3,1999,Male
9140,8 minutes,16,Steuart St at Market St,364,China Basin St at 3rd St,5027,3,1980,Male
9141,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),64,5th St at Brannan St,3654,2,1950,Male
9142,5 minutes,16,Steuart St at Market St,28,The Embarcadero at Bryant St,4951,1,1987,Male
9143,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),93,4th St at Mission Bay Blvd S,4954,1,1985,Male
9144,4 minutes,22,Howard St at Beale St,24,Spear St at Folsom St,1434,3,1959,Male
9145,11 minutes,16,Steuart St at Market St,90,Townsend St at 7th St,4813,3,1990,Female
9146,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),13,Commercial St at Montgomery St,5262,3,1986,Female
9147,16 minutes,16,Steuart St at Market St,78,Folsom St at 9th St,4730,1,1990,Female
9148,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),130,22nd St Caltrain Station,5523,2,1984,Male
9149,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),79,7th St at Brannan St,1299,3,1993,Male
9150,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),364,China Basin St at 3rd St,4923,3,1980,Male
9151,6 minutes,81,Berry St at 4th St,30,San Francisco Caltrain (Townsend St at 4th St),4954,2,1985,Male
9152,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),14,Clay St at Battery St,3129,1,1977,Female
9153,11 minutes,16,Steuart St at Market St,90,Townsend St at 7th St,5479,2,1976,Male
9154,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),36,Folsom St at 3rd St,5125,1,1992,Male
9155,6 minutes,16,Steuart St at Market St,3,Powell St BART Station (Market St at 4th St),5515,3,1983,Male
9156,6 minutes,16,Steuart St at Market St,324,Union Square (Powell St at Post St),4835,3,1990,Other
9157,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,5380,2,1985,Male
9158,15 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),90,Townsend St at 7th St,4810,1,1997,Male
9159,2 minutes,30,San Francisco Caltrain (Townsend St at 4th St),92,Mission Bay Kids Park,4734,2,1983,Male
9160,110 minutes,3,Powell St BART Station (Market St at 4th St),55,Webster St at Grove St,4320,2,1981,Male
9161,13 minutes,3,Powell St BART Station (Market St at 4th St),123,Folsom St at 19th St,4390,2,1980,Female
9162,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),14,Clay St at Battery St,4875,2,1993,Male
9163,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),4,Cyril Magnin St at Ellis St,5333,1,1998,Male
9164,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),3,Powell St BART Station (Market St at 4th St),1612,3,1989,Male
9165,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4,Cyril Magnin St at Ellis St,5454,1,1959,Male
9166,8 minutes,3,Powell St BART Station (Market St at 4th St),27,Beale St at Harrison St,5255,2,1977,Female
9167,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,5232,3,1982,Male
9168,5 minutes,22,Howard St at Beale St,349,Howard St at Mary St,789,1,1981,Female
9169,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),36,Folsom St at 3rd St,4934,2,1973,Male
9170,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),4728,3,1998,Male
9171,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),5200,2,1999,Male
9172,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),11,Davis St at Jackson St,5004,2,1984,Male
9173,23 minutes,21,Montgomery St BART Station (Market St at 2nd St),59,S Van Ness Ave at Market St,5448,3,1962,Male
9174,19 minutes,21,Montgomery St BART Station (Market St at 2nd St),364,China Basin St at 3rd St,5134,2,1995,Male
9175,15 minutes,21,Montgomery St BART Station (Market St at 2nd St),371,Lombard St at Columbus Ave,5576,2,1986,Male
9176,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,5561,2,1999,Male
9177,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),50,2nd St at Townsend St,4604,2,1999,Male
9178,64 minutes,3,Powell St BART Station (Market St at 4th St),324,Union Square (Powell St at Post St),4998,3,1981,Male
9179,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),22,Howard St at Beale St,5424,1,1985,Female
9180,2 minutes,16,Steuart St at Market St,23,The Embarcadero at Steuart St,5392,3,1994,Male
9181,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),11,Davis St at Jackson St,4756,3,1993,Male
9182,5 minutes,3,Powell St BART Station (Market St at 4th St),16,Steuart St at Market St,2293,2,1988,Male
9183,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),37,2nd St at Folsom St,5371,2,1970,Male
9184,19 minutes,16,Steuart St at Market St,130,22nd St Caltrain Station,2795,3,1952,Male
9185,10 minutes,16,Steuart St at Market St,91,Berry St at King St,5366,2,1995,Female
9186,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,4940,1,2000,Male
9187,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),284,Yerba Buena Center for the Arts (Howard St at 3rd St),5025,1,1977,Female
9188,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),47,4th St at Harrison St,4432,2,1970,Male
9189,3 minutes,3,Powell St BART Station (Market St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),2061,2,1995,Male
9190,10 minutes,3,Powell St BART Station (Market St at 4th St),345,Hubbell St at 16th St,5389,1,1985,Male
9191,9 minutes,3,Powell St BART Station (Market St at 4th St),345,Hubbell St at 16th St,4390,3,1988,Female
9192,3 minutes,22,Howard St at Beale St,14,Clay St at Battery St,5368,1,1961,Male
9193,6 minutes,3,Powell St BART Station (Market St at 4th St),50,2nd St at Townsend St,5465,1,1975,Male
9194,8 minutes,81,Berry St at 4th St,21,Montgomery St BART Station (Market St at 2nd St),5350,2,1993,Male
9195,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),23,The Embarcadero at Steuart St,4970,1,1985,Male
9196,11 minutes,16,Steuart St at Market St,364,China Basin St at 3rd St,4375,2,1960,Male
9197,17 minutes,30,San Francisco Caltrain (Townsend St at 4th St),14,Clay St at Battery St,2672,3,1991,Male
9198,27 minutes,22,Howard St at Beale St,80,Townsend St at 5th St,5441,2,1992,Male
9199,28 minutes,22,Howard St at Beale St,80,Townsend St at 5th St,5312,2,1992,Male
9200,27 minutes,22,Howard St at Beale St,80,Townsend St at 5th St,5463,1,1992,Male
9201,3 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,1949,2,1987,Male
9202,5 minutes,81,Berry St at 4th St,47,4th St at Harrison St,5487,1,1990,Male
9203,5 minutes,81,Berry St at 4th St,47,4th St at Harrison St,5423,3,1994,Male
9204,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),3,Powell St BART Station (Market St at 4th St),5389,3,1988,Male
9205,6 minutes,81,Berry St at 4th St,47,4th St at Harrison St,5065,1,1984,Female
9206,6 minutes,81,Berry St at 4th St,47,4th St at Harrison St,5324,2,1978,Female
9207,5 minutes,81,Berry St at 4th St,47,4th St at Harrison St,5290,1,1995,Male
9208,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),50,2nd St at Townsend St,5351,2,1954,Male
9209,4 minutes,81,Berry St at 4th St,47,4th St at Harrison St,5523,2,1987,Male
9210,4 minutes,81,Berry St at 4th St,47,4th St at Harrison St,4616,1,1996,Female
9211,24 minutes,16,Steuart St at Market St,377,Fell St at Stanyan St,4933,2,1990,Female
9212,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),350,8th St at Brannan St,4413,2,1986,Male
9213,19 minutes,21,Montgomery St BART Station (Market St at 2nd St),112,Harrison St at 17th St,5329,2,1993,Male
9214,15 minutes,3,Powell St BART Station (Market St at 4th St),114,Rhode Island St at 17th St,2147,2,1965,Female
9215,128 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),31,Raymond Kimbell Playground,4794,3,1986,Female
9216,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),22,Howard St at Beale St,4902,3,1965,Female
9217,7 minutes,81,Berry St at 4th St,47,4th St at Harrison St,4952,3,1991,Female
9218,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),27,Beale St at Harrison St,4736,2,1963,Male
9219,17 minutes,3,Powell St BART Station (Market St at 4th St),86,Market St at Dolores St,5360,1,1983,Female
9220,13 minutes,3,Powell St BART Station (Market St at 4th St),74,Laguna St at Hayes St,341,3,1966,Male
9221,6 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,4954,1,1985,Male
9222,2 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,4870,2,1971,Other
9223,9 minutes,81,Berry St at 4th St,22,Howard St at Beale St,5368,1,1974,Female
9224,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),22,Howard St at Beale St,5149,1,1988,Male
9225,15 minutes,21,Montgomery St BART Station (Market St at 2nd St),52,McAllister St at Baker St,4968,2,1986,Male
9226,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),47,4th St at Harrison St,5530,1,1999,Male
9227,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),16,Steuart St at Market St,5392,3,1981,Male
9228,6 minutes,3,Powell St BART Station (Market St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),4600,2,1988,Male
9229,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),5351,2,1969,Male
9230,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),16,Steuart St at Market St,4835,3,1987,Male
9231,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,3137,2,1986,Male
9232,9 minutes,22,Howard St at Beale St,15,San Francisco Ferry Building (Harry Bridges Plaza),4902,2,1965,Female
9233,5 minutes,16,Steuart St at Market St,3,Powell St BART Station (Market St at 4th St),5276,2,1988,Male
9234,3 minutes,81,Berry St at 4th St,80,Townsend St at 5th St,567,2,1987,Male
9235,13 minutes,5,Powell St BART Station (Market St at 5th St),109,17th St at Valencia St,48,2,1990,Male
9236,154 minutes,30,San Francisco Caltrain (Townsend St at 4th St),364,China Basin St at 3rd St,4395,1,1961,Other
9237,2 minutes,16,Steuart St at Market St,23,The Embarcadero at Steuart St,5531,3,1975,Male
9238,10 minutes,22,Howard St at Beale St,58,Market St at 10th St,5200,1,1985,Male
9239,3 minutes,22,Howard St at Beale St,284,Yerba Buena Center for the Arts (Howard St at 3rd St),4456,2,1988,Male
9240,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,5148,2,2000,Male
9241,68 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),15,San Francisco Ferry Building (Harry Bridges Plaza),5392,2,1968,Male
9242,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),363,Salesforce Transit Center (Natoma St at 2nd St),3390,2,1970,Male
9243,15 minutes,16,Steuart St at Market St,104,4th St at 16th St,5484,3,1973,Male
9244,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),23,The Embarcadero at Steuart St,2630,3,1991,Male
9245,23 minutes,22,Howard St at Beale St,22,Howard St at Beale St,789,1,1987,Male
9246,9 minutes,22,Howard St at Beale St,81,Berry St at 4th St,4952,2,1983,Male
9247,6 minutes,81,Berry St at 4th St,343,Bryant St at 2nd St,5082,1,1997,Male
9248,7 minutes,5,Powell St BART Station (Market St at 5th St),80,Townsend St at 5th St,3656,3,1989,Male
9249,18 minutes,30,San Francisco Caltrain (Townsend St at 4th St),77,11th St at Natoma St,102,2,1983,Male
9250,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),63,Bryant St at 6th St,4657,3,1991,Male
9251,10 minutes,16,Steuart St at Market St,81,Berry St at 4th St,2954,3,1980,Male
9252,18 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),93,4th St at Mission Bay Blvd S,5424,3,1970,Male
9253,13 minutes,16,Steuart St at Market St,75,Market St at Franklin St,5267,2,1982,Male
9254,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),27,Beale St at Harrison St,1267,3,1981,Female
9255,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,4796,2,1981,Female
9256,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),350,8th St at Brannan St,3226,3,1996,Male
9257,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),350,8th St at Brannan St,1985,1,1984,Male
9258,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,4713,2,1985,Male
9259,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),89,Division St at Potrero Ave,859,2,1995,Female
9260,1 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),80,Townsend St at 5th St,1537,3,1971,Male
9261,5 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,5304,2,1991,Male
9262,2 minutes,5,Powell St BART Station (Market St at 5th St),324,Union Square (Powell St at Post St),4929,2,1993,Male
9263,6 minutes,81,Berry St at 4th St,90,Townsend St at 7th St,1686,3,1976,Male
9264,11 minutes,22,Howard St at Beale St,27,Beale St at Harrison St,5286,2,1986,Female
9265,11 minutes,5,Powell St BART Station (Market St at 5th St),88,11th St at Bryant St,2868,1,1990,Male
9266,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,4315,1,1984,Male
9267,22 minutes,30,San Francisco Caltrain (Townsend St at 4th St),323,Broadway at Kearny,3148,3,1967,Male
9268,4 minutes,3,Powell St BART Station (Market St at 4th St),17,Embarcadero BART Station (Beale St at Market St),4438,2,1990,Male
9269,11 minutes,22,Howard St at Beale St,59,S Van Ness Ave at Market St,5247,2,1976,Male
9270,9 minutes,5,Powell St BART Station (Market St at 5th St),80,Townsend St at 5th St,756,1,1971,Female
9271,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),80,Townsend St at 5th St,4382,3,1992,Male
9272,4 minutes,81,Berry St at 4th St,321,5th St at Folsom,4954,1,1989,Female
9273,6 minutes,5,Powell St BART Station (Market St at 5th St),80,Townsend St at 5th St,459,2,1983,Other
9274,11 minutes,81,Berry St at 4th St,20,Mechanics Monument Plaza (Market St at Bush St),5546,2,1975,Male
9275,14 minutes,22,Howard St at Beale St,59,S Van Ness Ave at Market St,5442,1,1991,Male
9276,3 minutes,3,Powell St BART Station (Market St at 4th St),20,Mechanics Monument Plaza (Market St at Bush St),5149,2,1990,Male
9277,14 minutes,16,Steuart St at Market St,81,Berry St at 4th St,2319,2,1986,Female
9278,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),363,Salesforce Transit Center (Natoma St at 2nd St),3158,2,1983,Male
