,id,day,airline,destination,dest_region,dest_size,boarding_area,dept_time,wait_min,cleanliness,safety,satisfaction
1255,3213,Thursday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,120.0,Somewhat clean,Somewhat safe,Somewhat satsified
1256,2905,Thursday,DELTA,SEATTLE,West US,    Hub,Gates 40-48,2018-12-31,180.0,Average,Somewhat safe,Somewhat unsatisfied
1257,2571,Saturday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,93.0,Somewhat clean,Somewhat safe,Somewhat satsified
1258,2493,Friday,ALASKA,SALT LAKE CITY,West US,Medium,Gates 1-12,2018-12-31,75.0000000000001,Somewhat clean,Somewhat safe,Neutral
1259,1260,Thursday,CHINA EASTERN,SHANGHAI,Asia,Hub,Gates 1-12,2018-12-31,270.0,Clean,Somewhat safe,Somewhat satsified
1261,1324,Tuesday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,200.0,Clean,Very safe,Very satisfied
1262,2278,Wednesday,WOW,REYKJAVIK,Europe,Small,Gates 91-102,2018-12-31,160.0,Clean,Somewhat safe,Somewhat satsified
1263,2018,Friday,BRITISH AIRWAYS,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,180.0,Average,Very safe,Somewhat satsified
1264,2816,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,110.0,Somewhat clean,Very safe,Very satisfied
1265,3068,Tuesday,UNITED,SPOKANE,West US,Small,Gates 70-90,2018-12-31,127.0,Somewhat clean,Somewhat safe,Somewhat satsified
1266,868,Tuesday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,2018-12-31,115.0,Clean,Very safe,Very satisfied
1267,560,Thursday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,2018-12-31,240.0,Clean,Very safe,Very satisfied
1270,1789,Saturday,UNITED,RALEIGH-DURHAM,EAST US,    Medium,Gates 70-90,2018-12-31,75.0,Somewhat clean,Very safe,Neutral
1271,1001,Friday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,115.0,Somewhat clean,Very safe,Very satisfied
1272,1925,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,125.0,Somewhat clean,Very safe,Somewhat satsified
1273,2715,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,160.0,Clean,Very safe,Somewhat satsified
1274,2358,Tuesday,JETBLUE,FT. LAUDERDALE,East US,Large,Gates 1-12,2018-12-31,181.0,Somewhat clean,Somewhat safe,Neutral
1275,364,Friday,LUFTHANSA,FRANKFURT,Europe,Hub,Gates 91-102,2018-12-31,135.0,Clean,Very safe,Very satisfied
1276,3286,Wednesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,2018-12-31,95.0,Average,Somewhat safe,Somewhat satsified
1277,3100,Sunday,COPA,PANAMA CITY,Central/South America,Medium,Gates 1-12,2018-12-31,173.0,Somewhat clean,Very safe,Somewhat satsified
1278,2476,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,63.99999999999989,Clean,Very safe,Somewhat satsified
1279,193,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,130.0,Clean,Very safe,Neutral
1280,426,Sunday,UNITED,INDIANAPOLIS,Midwest US,Medium,Gates 60-69,2018-12-31,263.0,Clean,Very safe,Somewhat satsified
1281,1752,Monday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,295.0,Average,Neutral,Neutral
1282,1084,Friday,AIR CANADA,CALGARY,Canada/Mexico,Medium,Gates 91-102,2018-12-31,325.0,Clean,Very safe,Very satisfied
1283,537,Thursday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,2018-12-31,240.0,Clean,Very safe,Somewhat satsified
1284,1099,Thursday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,2018-12-31,150.0,Clean,Somewhat safe,Somewhat satsified
1285,2266,Wednesday,WOW,REYKJAVIK,Europe,Small,Gates 91-102,2018-12-31,415.0,Clean,Somewhat safe,Very satisfied
1286,2145,Wednesday,AIR CANADA,VANCOUVER,Canada/Mexico,    Medium,Gates 91-102,2018-12-31,125.0,Clean,Very safe,Somewhat satsified
1287,1711,Sunday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,200.0,Somewhat clean,Neutral,Somewhat satsified
1288,2656,Friday,UNITED,RALEIGH-DURHAM,East US,Medium,Gates 60-69,2018-12-31,120.0,Somewhat clean,Somewhat safe,Somewhat satsified
1289,1590,Wednesday,UNITED INTL,HONG KONG,Asia,    Hub,Gates 91-102,2018-12-31,180.0,Average,Somewhat safe,Neutral
1290,264,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,265.0,Average,Somewhat safe,Somewhat unsatisfied
1291,14,Tuesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,88.99999999999979,Average,Somewhat safe,Somewhat satsified
1292,1236,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,2018-12-31,105.0,Clean,Very safe,Very satisfied
1293,2048,Wednesday,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,120.0,Average,Neutral,Very satisfied
1294,2412,Wednesday,AIR NEW ZEALAND,AUCKLAND,Australia/New Zealand,Medium     ,Gates 91-102,2018-12-31,145.0,Somewhat clean,Very safe,Somewhat satsified
1296,1712,Sunday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,173.0,Clean,Somewhat safe,Very satisfied
1297,2580,Saturday,INTERJET,GUADALAJARA,Canada/Mexico,Medium,Gates 1-12,2018-12-31,135.0,Clean,Very safe,Very satisfied
1299,1664,Saturday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,2018-12-31,135.0,Clean,Very safe,Very satisfied
1300,2276,Wednesday,UNITED,LOS ANGELES,West US,Hub,Gates 60-69,2018-12-31,110.0,Somewhat clean,Somewhat safe,Neutral
1301,2672,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,102.0,Somewhat clean,Very safe,Neutral
1302,2677,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,Hub     ,Gates 1-12,2018-12-31,210.0,Somewhat clean,Very safe,Neutral
1303,1185,Thursday,DELTA,NEW YORK-JFK,East US,Hub,Gates 40-48,2018-12-31,120.0,Somewhat clean,Somewhat safe,Somewhat satsified
1304,623,Tuesday,ALASKA,WASHINGTON DC-DULLES,East US,Medium,Gates 50-59,2018-12-31,255.0,Clean,Very safe,Somewhat satsified
1305,1354,Tuesday,UNITED INTL,KANSAI,Asia,Hub,Gates 91-102,2018-12-31,230.0,Clean,Somewhat safe,Very satisfied
1306,1002,Friday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,415.0,Somewhat clean,Somewhat safe,Somewhat satsified
1308,3149,Thursday,DELTA,SALT LAKE CITY,West US,Medium,Gates 40-48,2018-12-31,705.0,Average,Very safe,Somewhat satsified
1309,508,Sunday,UNITED,KAHULUI,West US,Small,Gates 60-69,2018-12-31,190.0,Clean,Very safe,Very satisfied
1310,1217,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,2018-12-31,130.0,Average,Very safe,Neutral
1311,1821,Sunday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,2018-12-31,85.0,Somewhat dirty,Neutral,Neutral
1312,2349,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,2018-12-31,180.0,Clean,Very safe,Very satisfied
1313,607,Thursday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,132.0,Somewhat clean,Very safe,Somewhat satsified
1314,1585,Wednesday,DELTA,SALT LAKE CITY,West US,Medium     ,Gates 40-48,2018-12-31,100.0,Somewhat dirty,Neutral,Somewhat satsified
1315,344,Friday,LUFTHANSA,FRANKFURT,Europe,Hub,Gates 91-102,2018-12-31,240.0,Somewhat clean,Somewhat safe,Neutral
1316,3102,Sunday,COPA,PANAMA CITY,Central/South America,Medium     ,Gates 1-12,2018-12-31,173.0,Somewhat clean,Very safe,Very satisfied
1317,2411,Wednesday,AIR NEW ZEALAND,AUCKLAND,Australia/New Zealand,    Medium,Gates 91-102,2018-12-31,180.0,Clean,Very safe,Somewhat satsified
1318,2075,Thursday,AMERICAN,PHILADELPHIA,East US,Large,Gates 50-59,2018-12-31,117.0,Somewhat clean,Somewhat safe,Somewhat satsified
1319,2362,Tuesday,JETBLUE,FT. LAUDERDALE,East US,Large,Gates 1-12,2018-12-31,181.0,Clean,Very safe,Somewhat satsified
1320,1498,Wednesday,HAWAIIAN AIR,HONOLULU,West US,Medium,Gates 1-12,2018-12-31,135.0,Average,Neutral,Neutral
1321,2607,Saturday,INTERJET,GUADALAJARA,Canada/Mexico,Medium,Gates 1-12,2018-12-31,175.0,Clean,Somewhat safe,Very satisfied
1322,3047,Tuesday,AMERICAN,LOS ANGELES,West US,Hub     ,Gates 50-59,2018-12-31,70.0,Average,Somewhat safe,Somewhat satsified
1323,1683,Saturday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,155.0,Clean,Very safe,Very satisfied
1324,2152,Wednesday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium     ,Gates 91-102,2018-12-31,110.0,Average,Somewhat safe,Somewhat satsified
1325,1501,Wednesday,HAWAIIAN AIR,HONOLULU,West US,Medium,Gates 1-12,2018-12-31,135.0,Somewhat clean,Somewhat safe,Neutral
1328,2718,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,360.0,Clean,Very safe,Very satisfied
1329,2255,Wednesday,UNITED,LOS ANGELES,West US,Hub,Gates 60-69,2018-12-31,245.0,Average,Neutral,Neutral
1330,2909,Thursday,DELTA,SEATTLE,West US,    Hub,Gates 40-48,2018-12-31,240.0,Average,Neutral,Somewhat unsatisfied
1331,1975,Friday,CATHAY PACIFIC,HONG KONG,Asia,Hub     ,Gates 1-12,2018-12-31,190.0,Somewhat clean,Very safe,Somewhat satsified
1332,679,Thursday,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,165.0,Clean,Very safe,Very satisfied
1333,2110,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,109.0,Clean,Somewhat safe,Somewhat satsified
1334,1225,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,2018-12-31,95.0,Somewhat clean,Somewhat safe,Somewhat satsified
1335,3018,Tuesday,UNITED,PORTLAND,West US,Medium,Gates 70-90,2018-12-31,175.0,Clean,Very safe,Somewhat satsified
1336,2453,Friday,UNITED,DENVER,West US,    Hub,Gates 70-90,2018-12-31,161.0,Somewhat clean,Very safe,Very satisfied
1338,482,Sunday,UNITED,DENVER,West US,Hub,Gates 70-90,2018-12-31,341.0,Average,Very safe,Somewhat satsified
1339,3230,Thursday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,2018-12-31,130.0,Somewhat clean,Neutral,Somewhat satsified
1342,3190,Sunday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-01-01,610.0,Somewhat clean,Somewhat safe,Somewhat satsified
1343,2444,Tuesday,UNITED,HONOLULU,West US,Medium,Gates 70-90,2018-12-31,210.0,Somewhat clean,Somewhat safe,Very satisfied
1344,3159,Tuesday,UNITED,SAN DIEGO,West US,Medium,Gates 60-69,2018-12-31,120.0,Somewhat clean,Somewhat safe,Somewhat satsified
1345,1624,Thursday,KOREAN AIR,SEOUL,Asia,Hub,Gates 1-12,2018-12-31,45.0,Somewhat clean,Very safe,Somewhat satsified
1346,1379,Tuesday,UNITED INTL,SHANGHAI,Asia,    Hub,Gates 91-102,2018-12-31,265.0,Clean,Somewhat safe,Very satisfied
1347,3278,Wednesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,2018-12-31,85.0,Clean,Very safe,Very satisfied
1348,2555,Tuesday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,60.0,Somewhat clean,Very safe,Somewhat satsified
1349,1291,Tuesday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,200.0,Somewhat clean,Very safe,Somewhat satsified
1350,1229,Thursday,ANA ALL NIPPON,TOKYO-NARITA,Asia,    Hub,Gates 91-102,2018-12-31,150.0,Average,Somewhat safe,Neutral
1351,2505,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,184.0,Clean,Very safe,Very satisfied
1353,2709,Friday,UNITED,SANTA BARBARA,West US,Small,Gates 70-90,2018-12-31,72.0,Somewhat clean,Very safe,Very satisfied
1354,3020,Thursday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,75.0,Clean,Somewhat safe,Somewhat satsified
1356,2280,Wednesday,WOW,REYKJAVIK,Europe,Small,Gates 91-102,2018-12-31,385.0,Clean,Somewhat safe,Somewhat satsified
1357,1456,Tuesday,ALASKA,NEW YORK-JFK,East US,Hub,Gates 50-59,2018-12-31,70.0000000000001,Clean,Very safe,Very satisfied
1359,2464,Tuesday,UNITED,HONOLULU,West US,Medium,Gates 70-90,2018-12-31,135.0,Somewhat clean,Very safe,Somewhat satsified
1360,2832,Tuesday,UNITED,BURBANK,West US,Small,Gates 70-90,2018-12-31,78.0,Somewhat clean,Neutral,Somewhat satsified
1362,2504,Friday,ALASKA,SALT LAKE CITY,West US,Medium,Gates 1-12,2018-12-31,79.9999999999999,Somewhat clean,Neutral,Somewhat satsified
1363,2576,Tuesday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,120.0,Somewhat clean,Very safe,Somewhat satsified
1365,579,Thursday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,162.0,Somewhat clean,Very safe,Somewhat satsified
1366,2766,Thursday,DELTA,ATLANTA,East US,Hub,Gates 40-48,2018-12-31,90.0,Average,Very safe,Neutral
1367,1007,Friday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium     ,Gates 91-102,2018-12-31,155.0,Somewhat clean,Very safe,Very satisfied
1368,2815,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,160.0,Clean,Very safe,Somewhat satsified
1369,2138,Wednesday,FRONTIER,DENVER,West US,Hub     ,Gates 20-39,2018-12-31,273.0,Somewhat clean,Very safe,Neutral
1370,1648,Saturday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,350.0,Average,Very safe,Neutral
1371,317,Thursday,UNITED,SAN DIEGO,West US,Medium,Gates 70-90,2018-12-31,137.0,Somewhat clean,Very safe,Very satisfied
1372,1285,Thursday,CHINA SOUTHERN,WUHAN,Asia,Medium,Gates 1-12,2018-12-31,195.0,Clean,Very safe,Very satisfied
1373,2498,Saturday,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,165.0,Clean,Very safe,Very satisfied
1374,463,Sunday,ALASKA,LAS VEGAS,West US,Hub,Gates 50-59,2018-12-31,420.0,Clean,Very safe,Very satisfied
1375,748,Thursday,AIR CANADA,TORONTO,Canada/Mexico,    Hub,Gates 91-102,2018-12-31,145.0,Clean,Very safe,Very satisfied
1376,941,Thursday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,2018-12-31,150.0,Somewhat clean,Very safe,Very satisfied
1377,1880,Tuesday,UNITED,BOSTON,EAST US,    Large,Gates 70-90,2018-12-31,130.0,Average,Somewhat safe,Somewhat satsified
1378,384,Friday,ALASKA,INDIANAPOLIS,Midwest US,    Medium,Gates 50-59,2018-12-31,370.0,Clean,Very safe,Very satisfied
1379,3066,Sunday,COPA,PANAMA CITY,Central/South America,    Medium,Gates 1-12,2018-12-31,143.0,Average,Somewhat safe,Somewhat unsatisfied
1380,2776,Sunday,WOW,REYKJAVIK,Europe,Small,Gates 1-12,2018-12-31,175.0,Somewhat clean,Somewhat safe,Neutral
1381,1900,Tuesday,UNITED,BOSTON,East US,Large,Gates 70-90,2018-12-31,160.0,Somewhat clean,Very safe,Somewhat satsified
1383,2247,Wednesday,WOW,REYKJAVIK,Europe,Small,Gates 91-102,2018-12-31,190.0,Clean,Somewhat safe,Very satisfied
1384,2669,Saturday,AEROMEXICO,MEXICO CITY,Canada/Mexico,Hub,Gates 1-12,2018-12-31,155.0,Somewhat clean,Very safe,Somewhat satsified
1385,3291,Wednesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,2018-12-31,95.0,Somewhat clean,Very safe,Somewhat satsified
1386,1777,Saturday,UNITED,RALEIGH-DURHAM,East US,Medium,Gates 70-90,2018-12-31,195.0,Somewhat clean,Somewhat safe,Somewhat satsified
1387,3174,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,29.9999999999999,Clean,Somewhat safe,Very satisfied
1388,851,Tuesday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,2018-12-31,130.0,Clean,Very safe,Somewhat satsified
1389,2435,Tuesday,UNITED,HONOLULU,West US,Medium,Gates 70-90,2018-12-31,20.000000000000103,Clean,Very safe,Very satisfied
1390,1524,Wednesday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,105.0,Somewhat clean,Somewhat safe,Somewhat satsified
1391,1193,Tuesday,SOUTHWEST,LAS VEGAS,West US,    Hub,Gates 20-39,2018-12-31,140.0,Average,Very safe,Neutral
1392,3094,Sunday,COPA,PANAMA CITY,Central/South America,Medium,Gates 1-12,2018-12-31,113.0,Somewhat clean,Somewhat safe,Somewhat satsified
1393,1845,Monday,TURKISH AIRLINES,ISTANBUL,middle east,Hub     ,Gates 91-102,2018-12-31,135.0,Average,Somewhat safe,Somewhat satsified
1395,2534,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,255.0,Clean,Very safe,Somewhat satsified
1396,725,Thursday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,    Hub,Gates 1-12,2018-12-31,215.0,Clean,Somewhat safe,Very unsatisfied
1397,286,Thursday,UNITED,NASHVILLE,Midwest US,    Medium,Gates 70-90,2018-12-31,70.0000000000001,Clean,Very safe,Neutral
1399,2307,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,2018-12-31,150.0,Somewhat clean,Somewhat safe,Somewhat satsified
1400,2178,Saturday,CHINA EASTERN,QINGDAO,Asia,Large,Gates 1-12,2018-12-31,100.0,Clean,Very safe,Somewhat satsified
1401,670,Thursday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,Hub     ,Gates 1-12,2018-12-31,200.0,Somewhat clean,Somewhat safe,Neutral
1402,1641,Saturday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,110.0,Clean,Very safe,Somewhat satsified
1403,1677,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,140.0,Somewhat clean,Somewhat safe,Very satisfied
1404,2598,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,80.0,Clean,Very safe,Somewhat satsified
1405,1612,Thursday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,230.0,Somewhat clean,Neutral,Neutral
1406,2376,Tuesday,JETBLUE,FT. LAUDERDALE,East US,Large,Gates 1-12,2018-12-31,121.0,Somewhat clean,Somewhat safe,Somewhat satsified
1407,1614,Thursday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,125.0,Somewhat clean,Neutral,Somewhat satsified
1408,2085,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,79.0,Somewhat clean,Very safe,Somewhat satsified
1409,2429,Wednesday,AIR NEW ZEALAND,AUCKLAND,Australia/New Zealand,Medium,Gates 91-102,2018-12-31,160.0,Somewhat clean,Somewhat safe,Somewhat satsified
1410,2702,Friday,UNITED,ORLANDO,East US,Hub,Gates 70-90,2018-12-31,302.0,Average,Neutral,Somewhat satsified
1411,551,Thursday,EMIRATES,DUBAI,middle east,    Hub,Gates 1-12,2018-12-31,225.0,Somewhat clean,Very safe,Somewhat satsified
1412,1735,Monday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,120.0,Clean,Very safe,Somewhat satsified
1413,1009,Friday,AIR CANADA,VANCOUVER,Canada/Mexico,    Medium,Gates 91-102,2018-12-31,94.99999999999979,Clean,Very safe,Very satisfied
1414,432,Sunday,UNITED,HONOLULU,West US,Medium,Gates 70-90,2018-12-31,215.0,Somewhat clean,Neutral,Somewhat satsified
1416,455,Sunday,ALASKA,LAS VEGAS,West US,Hub,Gates 50-59,2018-12-31,105.0,Clean,Very safe,Very satisfied
1417,498,Sunday,ALASKA,PORTLAND,West US,    Medium,Gates 50-59,2018-12-31,118.0,Average,Somewhat safe,Neutral
1418,785,Thursday,UNITED INTL,SAN JOSE DEL CABO,Canada/Mexico,Small,Gates 91-102,2018-12-31,90.0,Somewhat clean,Somewhat safe,Somewhat satsified
1419,1682,Saturday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,125.0,Clean,Very safe,Very satisfied
1420,3262,Tuesday,UNITED,SAN DIEGO,West US,    Medium,Gates 70-90,2018-12-31,180.0,Average,Neutral,Neutral
1421,2826,Tuesday,UNITED,BURBANK,West US,Small,Gates 70-90,2018-12-31,78.0,Clean,Very safe,Very satisfied
1422,322,Thursday,UNITED,BURBANK,West US,Small     ,Gates 70-90,2018-12-31,130.0,Somewhat clean,Very safe,Very satisfied
1423,410,Sunday,UNITED,HOUSTON-BUSH,Midwest US,Hub,Gates 70-90,2018-12-31,362.0,Clean,Very safe,Very satisfied
1424,3154,Thursday,DELTA,SALT LAKE CITY,West US,Medium,Gates 40-48,2018-12-31,105.0,Somewhat clean,Very safe,Neutral
1425,1377,Tuesday,UNITED INTL,PARIS-DE GAULLE,Europe,Hub,Gates 91-102,2018-12-31,145.0,Somewhat clean,Somewhat safe,Neutral
1426,2357,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,2018-12-31,69.9999999999999,Somewhat clean,Somewhat safe,Neutral
1427,800,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,130.0,Clean,Very safe,Very satisfied
1428,2668,Friday,UNITED,RALEIGH-DURHAM,East US,Medium,Gates 60-69,2018-12-31,210.0,Average,Somewhat safe,Somewhat satsified
1429,2080,Thursday,AMERICAN,PHILADELPHIA,East US,Large,Gates 50-59,2018-12-31,122.0,Somewhat clean,Somewhat safe,Somewhat satsified
1430,1146,Tuesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,70.0000000000001,Clean,Somewhat safe,Somewhat satsified
1431,638,Tuesday,ALASKA,WASHINGTON DC-DULLES,East US,Medium,Gates 50-59,2018-12-31,140.0,Average,Very safe,Somewhat satsified
1432,681,Thursday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,    Hub,Gates 1-12,2018-12-31,125.0,Average,Neutral,Somewhat satsified
1434,398,Friday,ALASKA,INDIANAPOLIS,Midwest US,Medium,Gates 50-59,2018-12-31,100.0,Clean,Very safe,Somewhat satsified
1435,247,Thursday,UNITED,NASHVILLE,Midwest US,Medium,Gates 70-90,2018-12-31,100.0,Somewhat clean,Somewhat safe,Somewhat satsified
1436,2995,Sunday,ALASKA,NEW YORK-JFK,East US,Hub,Gates 50-59,2018-12-31,60.0,Somewhat clean,Very safe,Somewhat satsified
1437,2363,Wednesday,UNITED,AUSTIN,Midwest US,    Medium,Gates 70-90,2018-12-31,90.0,Average,Very safe,Neutral
1438,3054,Tuesday,AMERICAN,MIAMI,East US,Hub,Gates 50-59,2018-12-31,155.0,Clean,Very safe,Very satisfied
1439,435,Sunday,UNITED,HONOLULU,West US,Medium,Gates 70-90,2018-12-31,395.0,Average,Somewhat safe,Neutral
1440,1517,Wednesday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,90.0,Somewhat clean,Very safe,Somewhat satsified
1441,1678,Saturday,CATHAY PACIFIC,HONG KONG,Asia,    Hub,Gates 1-12,2018-12-31,140.0,Somewhat dirty,Neutral,Somewhat unsatisfied
1442,1533,Wednesday,ALASKA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,65.0,Somewhat clean,Very safe,Somewhat satsified
1443,2019,Wednesday,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,180.0,Clean,Very safe,Very satisfied
1444,511,Sunday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,2018-12-31,118.0,Somewhat clean,Very safe,Very satisfied
1445,1428,Wednesday,UNITED,LAS VEGAS,West US,    Hub,Gates 60-69,2018-12-31,110.0,Somewhat dirty,Neutral,Somewhat unsatisfied
1446,2368,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,2018-12-31,375.0,Somewhat clean,Very safe,Somewhat satsified
1447,2835,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub     ,Gates 70-90,2018-12-31,100.0,Clean,Very safe,Somewhat satsified
1448,3009,Wednesday,AMERICAN,MIAMI,East US,Hub,Gates 50-59,2018-12-31,838.0,Clean,Neutral,Somewhat satsified
1449,2930,Friday,TURKISH AIRLINES,ISTANBUL,Middle East,Hub,Gates 91-102,2018-12-31,255.0,Clean,Somewhat safe,Very satisfied
1453,2448,Tuesday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,87.0,Somewhat clean,Somewhat safe,Somewhat satsified
1454,2687,Friday,UNITED,ORLANDO,East US,Hub,Gates 70-90,2018-12-31,107.0,Somewhat clean,Somewhat safe,Somewhat satsified
1455,492,Sunday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,2018-12-31,148.0,Clean,Somewhat safe,Somewhat satsified
1456,979,Friday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,115.0,Average,Neutral,Very satisfied
1457,3288,Wednesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,2018-12-31,85.0,Somewhat clean,Somewhat safe,Somewhat satsified
1458,2674,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,117.0,Somewhat clean,Somewhat safe,Neutral
1459,2293,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,Hub,Gates 1-12,2018-12-31,225.0,Clean,Very safe,Very satisfied
1461,1971,Tuesday,UNITED,BALTIMORE,East US,Medium,Gates 60-69,2018-12-31,155.0,Somewhat clean,Very safe,Very satisfied
1462,353,Friday,ALASKA,NEWARK,East US,Hub,Gates 50-59,2018-12-31,105.0,Somewhat clean,Very safe,Somewhat satsified
1463,2831,Tuesday,UNITED,BURBANK,West US,Small,Gates 70-90,2018-12-31,78.0,Somewhat clean,Somewhat safe,Somewhat satsified
1464,1418,Wednesday,UNITED,LAS VEGAS,West US,Hub,Gates 60-69,2018-12-31,172.0,Somewhat clean,Somewhat safe,Somewhat satsified
1466,1734,Monday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,170.0,Somewhat clean,Somewhat safe,Somewhat satsified
1467,3081,Sunday,COPA,PANAMA CITY,Central/South America,Medium,Gates 1-12,2018-12-31,133.0,Somewhat clean,Very safe,Neutral
1468,2194,Thursday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,185.0,Somewhat clean,Very safe,Neutral
